interview__key,sdd_hhid,sourceid,ag12b_08,ag12b_09,ag12b_10
59-42-39-17,0732-001-001,PUBLICATION,NO,,
59-42-39-17,0732-001-001,NEIGHBOUR,NO,,
59-42-39-17,0732-001-001,OTHER (SPECIFY),NO,,
63-80-38-30,0733-001-001,GOVERNMENT EXTENSION,NO,,
63-80-38-30,0733-001-001,NGO,NO,,
63-80-38-30,0733-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
63-80-38-30,0733-001-001,LARGE SCALE FARMER,NO,,
63-80-38-30,0733-001-001,RADIO,NO,,
63-80-38-30,0733-001-001,PUBLICATION,NO,,
63-80-38-30,0733-001-001,NEIGHBOUR,YES,NO,
63-80-38-30,0733-001-001,OTHER (SPECIFY),NO,,
16-05-60-08,0734-001-001,GOVERNMENT EXTENSION,NO,,
16-05-60-08,0734-001-001,NGO,NO,,
16-05-60-08,0734-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
16-05-60-08,0734-001-001,LARGE SCALE FARMER,NO,,
16-05-60-08,0734-001-001,RADIO,YES,,
16-05-60-08,0734-001-001,PUBLICATION,NO,,
16-05-60-08,0734-001-001,NEIGHBOUR,NO,,
16-05-60-08,0734-001-001,OTHER (SPECIFY),NO,,
42-11-43-73,0736-001-001,GOVERNMENT EXTENSION,,,
42-11-43-73,0736-001-001,NGO,,,
42-11-43-73,0736-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
42-11-43-73,0736-001-001,LARGE SCALE FARMER,,,
42-11-43-73,0736-001-001,RADIO,,,
42-11-43-73,0736-001-001,PUBLICATION,,,
42-11-43-73,0736-001-001,NEIGHBOUR,,,
42-11-43-73,0736-001-001,OTHER (SPECIFY),,,
05-65-41-70,0736-003-001,GOVERNMENT EXTENSION,NO,,
05-65-41-70,0736-003-001,NGO,NO,,
05-65-41-70,0736-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
05-65-41-70,0736-003-001,LARGE SCALE FARMER,NO,,
05-65-41-70,0736-003-001,RADIO,NO,,
05-65-41-70,0736-003-001,PUBLICATION,NO,,
05-65-41-70,0736-003-001,NEIGHBOUR,NO,,
05-65-41-70,0736-003-001,OTHER (SPECIFY),NO,,
84-20-01-44,0736-003-003,GOVERNMENT EXTENSION,NO,,
84-20-01-44,0736-003-003,NGO,NO,,
84-20-01-44,0736-003-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
84-20-01-44,0736-003-003,LARGE SCALE FARMER,NO,,
84-20-01-44,0736-003-003,RADIO,NO,,
84-20-01-44,0736-003-003,PUBLICATION,NO,,
84-20-01-44,0736-003-003,NEIGHBOUR,YES,NO,
84-20-01-44,0736-003-003,OTHER (SPECIFY),NO,,
61-19-90-97,0736-003-004,GOVERNMENT EXTENSION,YES,NO,
61-19-90-97,0736-003-004,NGO,NO,,
61-19-90-97,0736-003-004,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
61-19-90-97,0736-003-004,LARGE SCALE FARMER,NO,,
61-19-90-97,0736-003-004,RADIO,YES,,
61-19-90-97,0736-003-004,PUBLICATION,NO,,
61-19-90-97,0736-003-004,NEIGHBOUR,NO,,
61-19-90-97,0736-003-004,OTHER (SPECIFY),NO,,
31-03-28-85,0736-003-005,GOVERNMENT EXTENSION,NO,,
31-03-28-85,0736-003-005,NGO,NO,,
31-03-28-85,0736-003-005,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
31-03-28-85,0736-003-005,LARGE SCALE FARMER,NO,,
31-03-28-85,0736-003-005,RADIO,NO,,
31-03-28-85,0736-003-005,PUBLICATION,NO,,
31-03-28-85,0736-003-005,NEIGHBOUR,NO,,
31-03-28-85,0736-003-005,OTHER (SPECIFY),NO,,
99-14-00-70,0736-003-006,GOVERNMENT EXTENSION,NO,,
99-14-00-70,0736-003-006,NGO,NO,,
99-14-00-70,0736-003-006,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
99-14-00-70,0736-003-006,LARGE SCALE FARMER,NO,,
99-14-00-70,0736-003-006,RADIO,NO,,
99-14-00-70,0736-003-006,PUBLICATION,NO,,
99-14-00-70,0736-003-006,NEIGHBOUR,NO,,
99-14-00-70,0736-003-006,OTHER (SPECIFY),NO,,
97-65-53-21,0737-001-001,GOVERNMENT EXTENSION,NO,,
97-65-53-21,0737-001-001,NGO,NO,,
97-65-53-21,0737-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
97-65-53-21,0737-001-001,LARGE SCALE FARMER,NO,,
97-65-53-21,0737-001-001,RADIO,NO,,
97-65-53-21,0737-001-001,PUBLICATION,NO,,
97-65-53-21,0737-001-001,NEIGHBOUR,NO,,
97-65-53-21,0737-001-001,OTHER (SPECIFY),NO,,
08-34-94-62,0738-001-001,GOVERNMENT EXTENSION,NO,,
08-34-94-62,0738-001-001,NGO,NO,,
08-34-94-62,0738-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
08-34-94-62,0738-001-001,LARGE SCALE FARMER,NO,,
08-34-94-62,0738-001-001,RADIO,NO,,
08-34-94-62,0738-001-001,PUBLICATION,NO,,
08-34-94-62,0738-001-001,NEIGHBOUR,YES,NO,
08-34-94-62,0738-001-001,OTHER (SPECIFY),NO,,
25-22-14-90,0739-001-001,GOVERNMENT EXTENSION,YES,NO,
25-22-14-90,0739-001-001,NGO,NO,,
25-22-14-90,0739-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
25-22-14-90,0739-001-001,LARGE SCALE FARMER,NO,,
25-22-14-90,0739-001-001,RADIO,NO,,
25-22-14-90,0739-001-001,PUBLICATION,NO,,
25-22-14-90,0739-001-001,NEIGHBOUR,NO,,
25-22-14-90,0739-001-001,OTHER (SPECIFY),NO,,
71-49-87-81,0740-001-001,GOVERNMENT EXTENSION,NO,,
71-49-87-81,0740-001-001,NGO,NO,,
71-49-87-81,0740-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
71-49-87-81,0740-001-001,LARGE SCALE FARMER,NO,,
71-49-87-81,0740-001-001,RADIO,NO,,
71-49-87-81,0740-001-001,PUBLICATION,NO,,
71-49-87-81,0740-001-001,NEIGHBOUR,NO,,
71-49-87-81,0740-001-001,OTHER (SPECIFY),NO,,
46-44-66-21,0740-003-001,GOVERNMENT EXTENSION,NO,,
46-44-66-21,0740-003-001,NGO,NO,,
46-44-66-21,0740-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
46-44-66-21,0740-003-001,LARGE SCALE FARMER,NO,,
46-44-66-21,0740-003-001,RADIO,NO,,
46-44-66-21,0740-003-001,PUBLICATION,NO,,
46-44-66-21,0740-003-001,NEIGHBOUR,NO,,
46-44-66-21,0740-003-001,OTHER (SPECIFY),NO,,
09-76-22-49,0741-001-001,GOVERNMENT EXTENSION,NO,,
09-76-22-49,0741-001-001,NGO,NO,,
09-76-22-49,0741-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
09-76-22-49,0741-001-001,LARGE SCALE FARMER,NO,,
09-76-22-49,0741-001-001,RADIO,NO,,
09-76-22-49,0741-001-001,PUBLICATION,NO,,
09-76-22-49,0741-001-001,NEIGHBOUR,YES,NO,
09-76-22-49,0741-001-001,OTHER (SPECIFY),NO,,
14-06-51-04,0741-001-004,GOVERNMENT EXTENSION,NO,,
14-06-51-04,0741-001-004,NGO,NO,,
14-06-51-04,0741-001-004,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
14-06-51-04,0741-001-004,LARGE SCALE FARMER,NO,,
14-06-51-04,0741-001-004,RADIO,NO,,
14-06-51-04,0741-001-004,PUBLICATION,NO,,
14-06-51-04,0741-001-004,NEIGHBOUR,NO,,
14-06-51-04,0741-001-004,OTHER (SPECIFY),NO,,
50-01-48-22,0742-001-001,GOVERNMENT EXTENSION,NO,,
50-01-48-22,0742-001-001,NGO,NO,,
50-01-48-22,0742-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
50-01-48-22,0742-001-001,LARGE SCALE FARMER,NO,,
50-01-48-22,0742-001-001,RADIO,NO,,
50-01-48-22,0742-001-001,PUBLICATION,NO,,
50-01-48-22,0742-001-001,NEIGHBOUR,NO,,
50-01-48-22,0742-001-001,OTHER (SPECIFY),NO,,
94-01-64-67,0742-006-001,GOVERNMENT EXTENSION,,,
94-01-64-67,0742-006-001,NGO,,,
94-01-64-67,0742-006-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
94-01-64-67,0742-006-001,LARGE SCALE FARMER,,,
94-01-64-67,0742-006-001,RADIO,,,
94-01-64-67,0742-006-001,PUBLICATION,,,
94-01-64-67,0742-006-001,NEIGHBOUR,,,
94-01-64-67,0742-006-001,OTHER (SPECIFY),,,
33-09-53-23,0742-006-003,GOVERNMENT EXTENSION,,,
33-09-53-23,0742-006-003,NGO,,,
33-09-53-23,0742-006-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
33-09-53-23,0742-006-003,LARGE SCALE FARMER,,,
33-09-53-23,0742-006-003,RADIO,,,
33-09-53-23,0742-006-003,PUBLICATION,,,
33-09-53-23,0742-006-003,NEIGHBOUR,,,
33-09-53-23,0742-006-003,OTHER (SPECIFY),,,
54-99-39-86,0743-001-001,GOVERNMENT EXTENSION,NO,,
54-99-39-86,0743-001-001,NGO,,,
54-99-39-86,0743-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
54-99-39-86,0743-001-001,LARGE SCALE FARMER,NO,,
54-99-39-86,0743-001-001,RADIO,NO,,
54-99-39-86,0743-001-001,PUBLICATION,NO,,
54-99-39-86,0743-001-001,NEIGHBOUR,YES,NO,
54-99-39-86,0743-001-001,OTHER (SPECIFY),NO,,
82-79-20-90,0743-001-002,GOVERNMENT EXTENSION,NO,,
82-79-20-90,0743-001-002,NGO,NO,,
82-79-20-90,0743-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
82-79-20-90,0743-001-002,LARGE SCALE FARMER,NO,,
82-79-20-90,0743-001-002,RADIO,NO,,
82-79-20-90,0743-001-002,PUBLICATION,NO,,
82-79-20-90,0743-001-002,NEIGHBOUR,YES,NO,
82-79-20-90,0743-001-002,OTHER (SPECIFY),NO,,
11-42-87-71,0744-001-001,GOVERNMENT EXTENSION,NO,,
11-42-87-71,0744-001-001,NGO,NO,,
11-42-87-71,0744-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
11-42-87-71,0744-001-001,LARGE SCALE FARMER,NO,,
11-42-87-71,0744-001-001,RADIO,NO,,
11-42-87-71,0744-001-001,PUBLICATION,NO,,
11-42-87-71,0744-001-001,NEIGHBOUR,NO,,
11-42-87-71,0744-001-001,OTHER (SPECIFY),NO,,
51-16-66-10,0744-003-001,GOVERNMENT EXTENSION,,,
51-16-66-10,0744-003-001,NGO,,,
51-16-66-10,0744-003-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
51-16-66-10,0744-003-001,LARGE SCALE FARMER,,,
51-16-66-10,0744-003-001,RADIO,,,
51-16-66-10,0744-003-001,PUBLICATION,,,
51-16-66-10,0744-003-001,NEIGHBOUR,,,
51-16-66-10,0744-003-001,OTHER (SPECIFY),,,
43-11-94-86,0744-005-002,GOVERNMENT EXTENSION,NO,,
43-11-94-86,0744-005-002,NGO,NO,,
43-11-94-86,0744-005-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
43-11-94-86,0744-005-002,LARGE SCALE FARMER,NO,,
43-11-94-86,0744-005-002,RADIO,NO,,
43-11-94-86,0744-005-002,PUBLICATION,NO,,
43-11-94-86,0744-005-002,NEIGHBOUR,YES,NO,
43-11-94-86,0744-005-002,OTHER (SPECIFY),NO,,
83-40-04-19,0745-001-001,GOVERNMENT EXTENSION,NO,,
83-40-04-19,0745-001-001,NGO,NO,,
83-40-04-19,0745-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
83-40-04-19,0745-001-001,LARGE SCALE FARMER,NO,,
83-40-04-19,0745-001-001,RADIO,NO,,
83-40-04-19,0745-001-001,PUBLICATION,NO,,
83-40-04-19,0745-001-001,NEIGHBOUR,NO,,
83-40-04-19,0745-001-001,OTHER (SPECIFY),NO,,
30-77-22-01,0746-001-001,GOVERNMENT EXTENSION,NO,,
30-77-22-01,0746-001-001,NGO,NO,,
30-77-22-01,0746-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
30-77-22-01,0746-001-001,LARGE SCALE FARMER,NO,,
30-77-22-01,0746-001-001,RADIO,NO,,
30-77-22-01,0746-001-001,PUBLICATION,NO,,
30-77-22-01,0746-001-001,NEIGHBOUR,NO,,
30-77-22-01,0746-001-001,OTHER (SPECIFY),NO,,
31-95-03-62,0747-001-001,GOVERNMENT EXTENSION,NO,,
31-95-03-62,0747-001-001,NGO,NO,,
31-95-03-62,0747-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
31-95-03-62,0747-001-001,LARGE SCALE FARMER,NO,,
31-95-03-62,0747-001-001,RADIO,NO,,
31-95-03-62,0747-001-001,PUBLICATION,NO,,
31-95-03-62,0747-001-001,NEIGHBOUR,NO,,
31-95-03-62,0747-001-001,OTHER (SPECIFY),NO,,
90-66-22-54,0748-001-001,GOVERNMENT EXTENSION,NO,,
90-66-22-54,0748-001-001,NGO,NO,,
90-66-22-54,0748-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
90-66-22-54,0748-001-001,LARGE SCALE FARMER,NO,,
90-66-22-54,0748-001-001,RADIO,NO,,
90-66-22-54,0748-001-001,PUBLICATION,NO,,
90-66-22-54,0748-001-001,NEIGHBOUR,NO,,
90-66-22-54,0748-001-001,OTHER (SPECIFY),NO,,
40-92-93-80,0748-006-001,GOVERNMENT EXTENSION,NO,,
40-92-93-80,0748-006-001,NGO,NO,,
40-92-93-80,0748-006-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
40-92-93-80,0748-006-001,LARGE SCALE FARMER,NO,,
40-92-93-80,0748-006-001,RADIO,NO,,
40-92-93-80,0748-006-001,PUBLICATION,NO,,
40-92-93-80,0748-006-001,NEIGHBOUR,NO,,
40-92-93-80,0748-006-001,OTHER (SPECIFY),NO,,
20-93-75-06,0749-001-001,GOVERNMENT EXTENSION,NO,,
20-93-75-06,0749-001-001,NGO,NO,,
20-93-75-06,0749-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
20-93-75-06,0749-001-001,LARGE SCALE FARMER,NO,,
20-93-75-06,0749-001-001,RADIO,YES,,
20-93-75-06,0749-001-001,PUBLICATION,NO,,
20-93-75-06,0749-001-001,NEIGHBOUR,YES,NO,
20-93-75-06,0749-001-001,OTHER (SPECIFY),NO,,
39-72-67-30,0749-002-001,GOVERNMENT EXTENSION,NO,,
39-72-67-30,0749-002-001,NGO,NO,,
39-72-67-30,0749-002-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
39-72-67-30,0749-002-001,LARGE SCALE FARMER,NO,,
39-72-67-30,0749-002-001,RADIO,NO,,
39-72-67-30,0749-002-001,PUBLICATION,NO,,
39-72-67-30,0749-002-001,NEIGHBOUR,YES,NO,
39-72-67-30,0749-002-001,OTHER (SPECIFY),NO,,
14-38-94-33,0749-003-001,GOVERNMENT EXTENSION,,,
14-38-94-33,0749-003-001,NGO,,,
14-38-94-33,0749-003-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
14-38-94-33,0749-003-001,LARGE SCALE FARMER,,,
14-38-94-33,0749-003-001,RADIO,,,
14-38-94-33,0749-003-001,PUBLICATION,,,
14-38-94-33,0749-003-001,NEIGHBOUR,,,
14-38-94-33,0749-003-001,OTHER (SPECIFY),,,
85-80-93-27,0750-001-001,GOVERNMENT EXTENSION,,,
85-80-93-27,0750-001-001,NGO,,,
85-80-93-27,0750-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
85-80-93-27,0750-001-001,LARGE SCALE FARMER,,,
85-80-93-27,0750-001-001,RADIO,,,
85-80-93-27,0750-001-001,PUBLICATION,,,
85-80-93-27,0750-001-001,NEIGHBOUR,,,
85-80-93-27,0750-001-001,OTHER (SPECIFY),,,
40-49-15-42,0751-001-001,GOVERNMENT EXTENSION,NO,,
40-49-15-42,0751-001-001,NGO,NO,,
40-49-15-42,0751-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
40-49-15-42,0751-001-001,LARGE SCALE FARMER,NO,,
40-49-15-42,0751-001-001,RADIO,NO,,
40-49-15-42,0751-001-001,PUBLICATION,NO,,
40-49-15-42,0751-001-001,NEIGHBOUR,YES,NO,
40-49-15-42,0751-001-001,OTHER (SPECIFY),NO,,
29-63-19-27,0751-001-002,GOVERNMENT EXTENSION,,,
29-63-19-27,0751-001-002,NGO,,,
29-63-19-27,0751-001-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
29-63-19-27,0751-001-002,LARGE SCALE FARMER,,,
29-63-19-27,0751-001-002,RADIO,,,
29-63-19-27,0751-001-002,PUBLICATION,,,
29-63-19-27,0751-001-002,NEIGHBOUR,,,
29-63-19-27,0751-001-002,OTHER (SPECIFY),,,
17-99-56-15,0751-001-009,GOVERNMENT EXTENSION,NO,,
17-99-56-15,0751-001-009,NGO,NO,,
17-99-56-15,0751-001-009,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
17-99-56-15,0751-001-009,LARGE SCALE FARMER,NO,,
17-99-56-15,0751-001-009,RADIO,NO,,
17-99-56-15,0751-001-009,PUBLICATION,NO,,
17-99-56-15,0751-001-009,NEIGHBOUR,NO,,
17-99-56-15,0751-001-009,OTHER (SPECIFY),NO,,
25-72-15-56,0752-001-001,GOVERNMENT EXTENSION,NO,,
25-72-15-56,0752-001-001,NGO,NO,,
25-72-15-56,0752-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
25-72-15-56,0752-001-001,LARGE SCALE FARMER,NO,,
25-72-15-56,0752-001-001,RADIO,NO,,
25-72-15-56,0752-001-001,PUBLICATION,NO,,
25-72-15-56,0752-001-001,NEIGHBOUR,NO,,
25-72-15-56,0752-001-001,OTHER (SPECIFY),NO,,
89-85-01-84,0752-004-001,GOVERNMENT EXTENSION,NO,,
89-85-01-84,0752-004-001,NGO,NO,,
89-85-01-84,0752-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
89-85-01-84,0752-004-001,LARGE SCALE FARMER,NO,,
89-85-01-84,0752-004-001,RADIO,NO,,
89-85-01-84,0752-004-001,PUBLICATION,NO,,
89-85-01-84,0752-004-001,NEIGHBOUR,YES,NO,
89-85-01-84,0752-004-001,OTHER (SPECIFY),NO,,
84-75-07-82,0752-004-004,GOVERNMENT EXTENSION,,,
84-75-07-82,0752-004-004,NGO,,,
84-75-07-82,0752-004-004,COOPERATIVE/FARMER'S ASSOCIATION,,,
84-75-07-82,0752-004-004,LARGE SCALE FARMER,,,
84-75-07-82,0752-004-004,RADIO,,,
84-75-07-82,0752-004-004,PUBLICATION,,,
84-75-07-82,0752-004-004,NEIGHBOUR,,,
84-75-07-82,0752-004-004,OTHER (SPECIFY),,,
78-50-22-98,0752-004-005,GOVERNMENT EXTENSION,NO,,
78-50-22-98,0752-004-005,NGO,NO,,
78-50-22-98,0752-004-005,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
78-50-22-98,0752-004-005,LARGE SCALE FARMER,NO,,
78-50-22-98,0752-004-005,RADIO,NO,,
78-50-22-98,0752-004-005,PUBLICATION,NO,,
78-50-22-98,0752-004-005,NEIGHBOUR,NO,,
78-50-22-98,0752-004-005,OTHER (SPECIFY),YES,NO,
91-74-73-51,0752-021-001,GOVERNMENT EXTENSION,NO,,
91-74-73-51,0752-021-001,NGO,NO,,
91-74-73-51,0752-021-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
91-74-73-51,0752-021-001,LARGE SCALE FARMER,NO,,
91-74-73-51,0752-021-001,RADIO,NO,,
91-74-73-51,0752-021-001,PUBLICATION,NO,,
91-74-73-51,0752-021-001,NEIGHBOUR,NO,,
91-74-73-51,0752-021-001,OTHER (SPECIFY),NO,,
83-03-55-57,0753-001-001,GOVERNMENT EXTENSION,,,
83-03-55-57,0753-001-001,NGO,,,
83-03-55-57,0753-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
83-03-55-57,0753-001-001,LARGE SCALE FARMER,,,
83-03-55-57,0753-001-001,RADIO,,,
83-03-55-57,0753-001-001,PUBLICATION,,,
83-03-55-57,0753-001-001,NEIGHBOUR,,,
83-03-55-57,0753-001-001,OTHER (SPECIFY),,,
79-31-15-72,0754-001-001,GOVERNMENT EXTENSION,NO,,
79-31-15-72,0754-001-001,NGO,NO,,
79-31-15-72,0754-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
79-31-15-72,0754-001-001,LARGE SCALE FARMER,NO,,
79-31-15-72,0754-001-001,RADIO,NO,,
79-31-15-72,0754-001-001,PUBLICATION,NO,,
79-31-15-72,0754-001-001,NEIGHBOUR,NO,,
79-31-15-72,0754-001-001,OTHER (SPECIFY),NO,,
33-76-14-08,0755-001-001,GOVERNMENT EXTENSION,NO,,
33-76-14-08,0755-001-001,NGO,NO,,
33-76-14-08,0755-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
33-76-14-08,0755-001-001,LARGE SCALE FARMER,NO,,
33-76-14-08,0755-001-001,RADIO,NO,,
33-76-14-08,0755-001-001,PUBLICATION,NO,,
33-76-14-08,0755-001-001,NEIGHBOUR,NO,,
33-76-14-08,0755-001-001,OTHER (SPECIFY),NO,,
68-57-50-23,0756-001-001,GOVERNMENT EXTENSION,NO,,
68-57-50-23,0756-001-001,NGO,NO,,
68-57-50-23,0756-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
68-57-50-23,0756-001-001,LARGE SCALE FARMER,NO,,
68-57-50-23,0756-001-001,RADIO,NO,,
68-57-50-23,0756-001-001,PUBLICATION,NO,,
68-57-50-23,0756-001-001,NEIGHBOUR,NO,,
68-57-50-23,0756-001-001,OTHER (SPECIFY),NO,,
29-44-66-61,0756-001-003,GOVERNMENT EXTENSION,,,
29-44-66-61,0756-001-003,NGO,,,
29-44-66-61,0756-001-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
29-44-66-61,0756-001-003,LARGE SCALE FARMER,,,
29-44-66-61,0756-001-003,RADIO,,,
29-44-66-61,0756-001-003,PUBLICATION,,,
29-44-66-61,0756-001-003,NEIGHBOUR,,,
29-44-66-61,0756-001-003,OTHER (SPECIFY),,,
77-60-75-93,0757-001-001,GOVERNMENT EXTENSION,NO,,
77-60-75-93,0757-001-001,NGO,NO,,
77-60-75-93,0757-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
77-60-75-93,0757-001-001,LARGE SCALE FARMER,NO,,
77-60-75-93,0757-001-001,RADIO,NO,,
77-60-75-93,0757-001-001,PUBLICATION,NO,,
77-60-75-93,0757-001-001,NEIGHBOUR,NO,,
77-60-75-93,0757-001-001,OTHER (SPECIFY),NO,,
29-14-45-66,0758-001-001,GOVERNMENT EXTENSION,NO,,
29-14-45-66,0758-001-001,NGO,NO,,
29-14-45-66,0758-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
29-14-45-66,0758-001-001,LARGE SCALE FARMER,NO,,
29-14-45-66,0758-001-001,RADIO,NO,,
29-14-45-66,0758-001-001,PUBLICATION,NO,,
29-14-45-66,0758-001-001,NEIGHBOUR,NO,,
29-14-45-66,0758-001-001,OTHER (SPECIFY),NO,,
42-51-30-36,0759-001-001,GOVERNMENT EXTENSION,YES,NO,
42-51-30-36,0759-001-001,NGO,NO,,
42-51-30-36,0759-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
42-51-30-36,0759-001-001,LARGE SCALE FARMER,NO,,
42-51-30-36,0759-001-001,RADIO,NO,,
42-51-30-36,0759-001-001,PUBLICATION,NO,,
42-51-30-36,0759-001-001,NEIGHBOUR,NO,,
42-51-30-36,0759-001-001,OTHER (SPECIFY),NO,,
95-00-47-94,0761-001-001,GOVERNMENT EXTENSION,NO,,
95-00-47-94,0761-001-001,NGO,NO,,
95-00-47-94,0761-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
95-00-47-94,0761-001-001,LARGE SCALE FARMER,NO,,
95-00-47-94,0761-001-001,RADIO,NO,,
95-00-47-94,0761-001-001,PUBLICATION,NO,,
95-00-47-94,0761-001-001,NEIGHBOUR,NO,,
95-00-47-94,0761-001-001,OTHER (SPECIFY),NO,,
27-22-49-12,0762-001-001,GOVERNMENT EXTENSION,NO,,
27-22-49-12,0762-001-001,NGO,NO,,
27-22-49-12,0762-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
27-22-49-12,0762-001-001,LARGE SCALE FARMER,NO,,
27-22-49-12,0762-001-001,RADIO,NO,,
27-22-49-12,0762-001-001,PUBLICATION,NO,,
27-22-49-12,0762-001-001,NEIGHBOUR,NO,,
27-22-49-12,0762-001-001,OTHER (SPECIFY),NO,,
13-97-20-68,0767-001-001,GOVERNMENT EXTENSION,NO,,
13-97-20-68,0767-001-001,NGO,NO,,
13-97-20-68,0767-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
13-97-20-68,0767-001-001,LARGE SCALE FARMER,NO,,
13-97-20-68,0767-001-001,RADIO,NO,,
13-97-20-68,0767-001-001,PUBLICATION,NO,,
13-97-20-68,0767-001-001,NEIGHBOUR,NO,,
13-97-20-68,0767-001-001,OTHER (SPECIFY),NO,,
46-73-72-80,0768-001-001,GOVERNMENT EXTENSION,NO,,
46-73-72-80,0768-001-001,NGO,NO,,
46-73-72-80,0768-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
46-73-72-80,0768-001-001,LARGE SCALE FARMER,NO,,
46-73-72-80,0768-001-001,RADIO,NO,,
46-73-72-80,0768-001-001,PUBLICATION,NO,,
46-73-72-80,0768-001-001,NEIGHBOUR,NO,,
46-73-72-80,0768-001-001,OTHER (SPECIFY),NO,,
83-21-43-04,0768-001-002,GOVERNMENT EXTENSION,,,
83-21-43-04,0768-001-002,NGO,,,
83-21-43-04,0768-001-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
83-21-43-04,0768-001-002,LARGE SCALE FARMER,,,
83-21-43-04,0768-001-002,RADIO,,,
83-21-43-04,0768-001-002,PUBLICATION,,,
83-21-43-04,0768-001-002,NEIGHBOUR,,,
83-21-43-04,0768-001-002,OTHER (SPECIFY),,,
50-44-37-01,0768-001-004,GOVERNMENT EXTENSION,,,
50-44-37-01,0768-001-004,NGO,,,
50-44-37-01,0768-001-004,COOPERATIVE/FARMER'S ASSOCIATION,,,
50-44-37-01,0768-001-004,LARGE SCALE FARMER,,,
50-44-37-01,0768-001-004,RADIO,,,
50-44-37-01,0768-001-004,PUBLICATION,,,
50-44-37-01,0768-001-004,NEIGHBOUR,,,
50-44-37-01,0768-001-004,OTHER (SPECIFY),,,
04-07-97-71,0768-001-011,GOVERNMENT EXTENSION,NO,,
04-07-97-71,0768-001-011,NGO,NO,,
04-07-97-71,0768-001-011,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
04-07-97-71,0768-001-011,LARGE SCALE FARMER,NO,,
04-07-97-71,0768-001-011,RADIO,NO,,
04-07-97-71,0768-001-011,PUBLICATION,NO,,
04-07-97-71,0768-001-011,NEIGHBOUR,NO,,
04-07-97-71,0768-001-011,OTHER (SPECIFY),NO,,
84-08-67-79,0769-001-001,GOVERNMENT EXTENSION,,,
84-08-67-79,0769-001-001,NGO,,,
84-08-67-79,0769-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
84-08-67-79,0769-001-001,LARGE SCALE FARMER,,,
84-08-67-79,0769-001-001,RADIO,,,
84-08-67-79,0769-001-001,PUBLICATION,,,
84-08-67-79,0769-001-001,NEIGHBOUR,,,
