interview__key,sdd_hhid,itemcode,hh_l01,hh_l02a,hh_l02b,hh_l03
57-51-12-00,0610-001-003,REPAIRS TO CONSUMER DURABLES,,,,
57-51-12-00,0610-001-003,"TAXES FOR INCOME, PROPERTY, ETC.",,,,
57-51-12-00,0610-001-003,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
57-51-12-00,0610-001-003,GARMENTS FOR MEN,NO,,,
57-51-12-00,0610-001-003,GARMENTS FOR WOMEN,YES,50000,,
57-51-12-00,0610-001-003,GARMENTS FOR CHILDREN & BABIES,YES,45000,,
57-51-12-00,0610-001-003,FOOTWEAR FOR MEN,NO,,,
57-51-12-00,0610-001-003,FOOTWEAR FOR WOMEN,YES,30000,,
57-51-12-00,0610-001-003,FOOTWEAR FOR CHILDREN AND BABIES,YES,36000,,
57-51-12-00,0610-001-003,"WOOD POLES, BAMBOO",YES,,20000,0
57-51-12-00,0610-001-003,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
95-21-39-33,0610-003-001,"CARPET, RUGS, DRAPES, CURTAINS",,,,
95-21-39-33,0610-003-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,24000,,
95-21-39-33,0610-003-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,,,,
95-21-39-33,0610-003-001,MOSQUITO NET,,,,
95-21-39-33,0610-003-001,MATTRESS,,,,
95-21-39-33,0610-003-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",,,,
95-21-39-33,0610-003-001,"FILM, FILM PROCESSING, CAMERA",,,,
95-21-39-33,0610-003-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",,,,
95-21-39-33,0610-003-001,COUNCIL RATES,,,,
95-21-39-33,0610-003-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",,,,
95-21-39-33,0610-003-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),,,,
95-21-39-33,0610-003-001,FINES OR LEGAL FEES,,,,
95-21-39-33,0610-003-001,BRIDE PRICE /MARRIAGE COSTS,YES,30000,,
95-21-39-33,0610-003-001,FUNERAL COSTS,,,,
95-21-39-33,0610-003-001,OTHER COSTS NOT STATED ELSEWHERE,,,,
95-21-39-33,0610-003-001,REPAIRS TO CONSUMER DURABLES,,,,
95-21-39-33,0610-003-001,"TAXES FOR INCOME, PROPERTY, ETC.",,,,
95-21-39-33,0610-003-001,REPAIRS & MAINTENANCE TO DWELLING,,,,
95-21-39-33,0610-003-001,GARMENTS FOR MEN,YES,120000,,
95-21-39-33,0610-003-001,GARMENTS FOR WOMEN,YES,84000,,
95-21-39-33,0610-003-001,GARMENTS FOR CHILDREN & BABIES,YES,95000,,
95-21-39-33,0610-003-001,FOOTWEAR FOR MEN,YES,26000,,
95-21-39-33,0610-003-001,FOOTWEAR FOR WOMEN,YES,15000,,
95-21-39-33,0610-003-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,25000,,
95-21-39-33,0610-003-001,"WOOD POLES, BAMBOO",YES,,30000,20000
95-21-39-33,0610-003-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
86-61-31-93,0610-103-002,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
86-61-31-93,0610-103-002,"LINEN - TOWELS, SHEETS, BLANKETS",YES,35000,,
86-61-31-93,0610-103-002,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
86-61-31-93,0610-103-002,MOSQUITO NET,NO,,,
86-61-31-93,0610-103-002,MATTRESS,NO,,,
86-61-31-93,0610-103-002,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
86-61-31-93,0610-103-002,"FILM, FILM PROCESSING, CAMERA",NO,,,
86-61-31-93,0610-103-002,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",YES,200000,,
86-61-31-93,0610-103-002,COUNCIL RATES,NO,,,
86-61-31-93,0610-103-002,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
86-61-31-93,0610-103-002,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
86-61-31-93,0610-103-002,FINES OR LEGAL FEES,NO,,,
86-61-31-93,0610-103-002,BRIDE PRICE /MARRIAGE COSTS,NO,,,
86-61-31-93,0610-103-002,FUNERAL COSTS,NO,,,
86-61-31-93,0610-103-002,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
86-61-31-93,0610-103-002,REPAIRS TO CONSUMER DURABLES,NO,,,
86-61-31-93,0610-103-002,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
86-61-31-93,0610-103-002,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
86-61-31-93,0610-103-002,GARMENTS FOR MEN,YES,110000,,
86-61-31-93,0610-103-002,GARMENTS FOR WOMEN,YES,200000,,
86-61-31-93,0610-103-002,GARMENTS FOR CHILDREN & BABIES,YES,180000,,
86-61-31-93,0610-103-002,FOOTWEAR FOR MEN,YES,40000,,
86-61-31-93,0610-103-002,FOOTWEAR FOR WOMEN,YES,55000,,
86-61-31-93,0610-103-002,FOOTWEAR FOR CHILDREN AND BABIES,YES,60000,,
86-61-31-93,0610-103-002,"WOOD POLES, BAMBOO",YES,,250000,250000
86-61-31-93,0610-103-002,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
26-01-62-23,0610-103-006,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
26-01-62-23,0610-103-006,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
26-01-62-23,0610-103-006,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
26-01-62-23,0610-103-006,MOSQUITO NET,NO,,,
26-01-62-23,0610-103-006,MATTRESS,NO,,,
26-01-62-23,0610-103-006,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
26-01-62-23,0610-103-006,"FILM, FILM PROCESSING, CAMERA",NO,,,
26-01-62-23,0610-103-006,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
26-01-62-23,0610-103-006,COUNCIL RATES,NO,,,
26-01-62-23,0610-103-006,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
26-01-62-23,0610-103-006,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
26-01-62-23,0610-103-006,FINES OR LEGAL FEES,NO,,,
26-01-62-23,0610-103-006,BRIDE PRICE /MARRIAGE COSTS,NO,,,
26-01-62-23,0610-103-006,FUNERAL COSTS,NO,,,
26-01-62-23,0610-103-006,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
26-01-62-23,0610-103-006,REPAIRS TO CONSUMER DURABLES,NO,,,
26-01-62-23,0610-103-006,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
26-01-62-23,0610-103-006,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
26-01-62-23,0610-103-006,GARMENTS FOR MEN,YES,70000,,
26-01-62-23,0610-103-006,GARMENTS FOR WOMEN,YES,50000,,
26-01-62-23,0610-103-006,GARMENTS FOR CHILDREN & BABIES,YES,30000,,
26-01-62-23,0610-103-006,FOOTWEAR FOR MEN,YES,15000,,
26-01-62-23,0610-103-006,FOOTWEAR FOR WOMEN,YES,12000,,
26-01-62-23,0610-103-006,FOOTWEAR FOR CHILDREN AND BABIES,YES,3000,,
26-01-62-23,0610-103-006,"WOOD POLES, BAMBOO",YES,,200000,0
26-01-62-23,0610-103-006,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
61-90-91-70,0610-103-007,"CARPET, RUGS, DRAPES, CURTAINS",YES,9000,,
61-90-91-70,0610-103-007,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
61-90-91-70,0610-103-007,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
61-90-91-70,0610-103-007,MOSQUITO NET,NO,,,
61-90-91-70,0610-103-007,MATTRESS,NO,,,
61-90-91-70,0610-103-007,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
61-90-91-70,0610-103-007,"FILM, FILM PROCESSING, CAMERA",NO,,,
61-90-91-70,0610-103-007,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
61-90-91-70,0610-103-007,COUNCIL RATES,NO,,,
61-90-91-70,0610-103-007,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
61-90-91-70,0610-103-007,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
61-90-91-70,0610-103-007,FINES OR LEGAL FEES,NO,,,
61-90-91-70,0610-103-007,BRIDE PRICE /MARRIAGE COSTS,NO,,,
61-90-91-70,0610-103-007,FUNERAL COSTS,YES,200000,,
61-90-91-70,0610-103-007,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
61-90-91-70,0610-103-007,REPAIRS TO CONSUMER DURABLES,YES,30000,,
61-90-91-70,0610-103-007,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
61-90-91-70,0610-103-007,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
61-90-91-70,0610-103-007,GARMENTS FOR MEN,YES,180000,,
61-90-91-70,0610-103-007,GARMENTS FOR WOMEN,YES,88000,,
61-90-91-70,0610-103-007,GARMENTS FOR CHILDREN & BABIES,YES,120000,,
61-90-91-70,0610-103-007,FOOTWEAR FOR MEN,YES,60000,,
61-90-91-70,0610-103-007,FOOTWEAR FOR WOMEN,YES,52000,,
61-90-91-70,0610-103-007,FOOTWEAR FOR CHILDREN AND BABIES,YES,50000,,
61-90-91-70,0610-103-007,"WOOD POLES, BAMBOO",YES,,0,800000
61-90-91-70,0610-103-007,GRASS FOR THATCHING ROOF OR OTHER USE,YES,,20000,2000
32-15-87-86,0611-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
32-15-87-86,0611-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
32-15-87-86,0611-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
32-15-87-86,0611-001-001,MOSQUITO NET,NO,,,
32-15-87-86,0611-001-001,MATTRESS,NO,,,
32-15-87-86,0611-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
32-15-87-86,0611-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
32-15-87-86,0611-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
32-15-87-86,0611-001-001,COUNCIL RATES,NO,,,
32-15-87-86,0611-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
32-15-87-86,0611-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
32-15-87-86,0611-001-001,FINES OR LEGAL FEES,NO,,,
32-15-87-86,0611-001-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
32-15-87-86,0611-001-001,FUNERAL COSTS,YES,10000,,
32-15-87-86,0611-001-001,OTHER COSTS NOT STATED ELSEWHERE,,,,
32-15-87-86,0611-001-001,REPAIRS TO CONSUMER DURABLES,,,,
32-15-87-86,0611-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",,,,
32-15-87-86,0611-001-001,REPAIRS & MAINTENANCE TO DWELLING,YES,26000,,
32-15-87-86,0611-001-001,GARMENTS FOR MEN,NO,,,
32-15-87-86,0611-001-001,GARMENTS FOR WOMEN,YES,30000,,
32-15-87-86,0611-001-001,GARMENTS FOR CHILDREN & BABIES,YES,30000,,
32-15-87-86,0611-001-001,FOOTWEAR FOR MEN,YES,10000,,
32-15-87-86,0611-001-001,FOOTWEAR FOR WOMEN,YES,14000,,
32-15-87-86,0611-001-001,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
32-15-87-86,0611-001-001,"WOOD POLES, BAMBOO",YES,,8000,28000
32-15-87-86,0611-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
90-55-11-26,0612-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
90-55-11-26,0612-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
90-55-11-26,0612-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
90-55-11-26,0612-001-001,MOSQUITO NET,NO,,,
90-55-11-26,0612-001-001,MATTRESS,NO,,,
90-55-11-26,0612-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
90-55-11-26,0612-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
90-55-11-26,0612-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
90-55-11-26,0612-001-001,COUNCIL RATES,NO,,,
90-55-11-26,0612-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
90-55-11-26,0612-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
90-55-11-26,0612-001-001,FINES OR LEGAL FEES,NO,,,
90-55-11-26,0612-001-001,BRIDE PRICE /MARRIAGE COSTS,YES,25000,,
90-55-11-26,0612-001-001,FUNERAL COSTS,YES,16500,,
90-55-11-26,0612-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
90-55-11-26,0612-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
90-55-11-26,0612-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
90-55-11-26,0612-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
90-55-11-26,0612-001-001,GARMENTS FOR MEN,YES,6000,,
90-55-11-26,0612-001-001,GARMENTS FOR WOMEN,YES,10000,,
90-55-11-26,0612-001-001,GARMENTS FOR CHILDREN & BABIES,NO,,,
90-55-11-26,0612-001-001,FOOTWEAR FOR MEN,YES,8000,,
90-55-11-26,0612-001-001,FOOTWEAR FOR WOMEN,YES,5000,,
90-55-11-26,0612-001-001,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
90-55-11-26,0612-001-001,"WOOD POLES, BAMBOO",YES,,30000,30000
90-55-11-26,0612-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
87-62-36-12,0613-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
87-62-36-12,0613-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
87-62-36-12,0613-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
87-62-36-12,0613-001-001,MOSQUITO NET,NO,,,
87-62-36-12,0613-001-001,MATTRESS,NO,,,
87-62-36-12,0613-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
87-62-36-12,0613-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
87-62-36-12,0613-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
87-62-36-12,0613-001-001,COUNCIL RATES,NO,,,
87-62-36-12,0613-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
87-62-36-12,0613-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
87-62-36-12,0613-001-001,FINES OR LEGAL FEES,NO,,,
87-62-36-12,0613-001-001,BRIDE PRICE /MARRIAGE COSTS,YES,60000,,
87-62-36-12,0613-001-001,FUNERAL COSTS,YES,20000,,
87-62-36-12,0613-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
87-62-36-12,0613-001-001,REPAIRS TO CONSUMER DURABLES,YES,15000,,
87-62-36-12,0613-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
87-62-36-12,0613-001-001,REPAIRS & MAINTENANCE TO DWELLING,YES,10000,,
87-62-36-12,0613-001-001,GARMENTS FOR MEN,NO,,,
87-62-36-12,0613-001-001,GARMENTS FOR WOMEN,NO,,,
87-62-36-12,0613-001-001,GARMENTS FOR CHILDREN & BABIES,NO,,,
87-62-36-12,0613-001-001,FOOTWEAR FOR MEN,NO,,,
87-62-36-12,0613-001-001,FOOTWEAR FOR WOMEN,NO,,,
87-62-36-12,0613-001-001,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
87-62-36-12,0613-001-001,"WOOD POLES, BAMBOO",YES,,144000,0
87-62-36-12,0613-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
72-23-86-21,0614-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
72-23-86-21,0614-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
72-23-86-21,0614-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
72-23-86-21,0614-001-001,MOSQUITO NET,NO,,,
72-23-86-21,0614-001-001,MATTRESS,NO,,,
72-23-86-21,0614-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
72-23-86-21,0614-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
72-23-86-21,0614-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
72-23-86-21,0614-001-001,COUNCIL RATES,NO,,,
72-23-86-21,0614-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
72-23-86-21,0614-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
72-23-86-21,0614-001-001,FINES OR LEGAL FEES,NO,,,
72-23-86-21,0614-001-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
72-23-86-21,0614-001-001,FUNERAL COSTS,NO,,,
72-23-86-21,0614-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
72-23-86-21,0614-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
72-23-86-21,0614-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
72-23-86-21,0614-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
72-23-86-21,0614-001-001,GARMENTS FOR MEN,YES,75000,,
72-23-86-21,0614-001-001,GARMENTS FOR WOMEN,YES,90000,,
72-23-86-21,0614-001-001,GARMENTS FOR CHILDREN & BABIES,YES,50000,,
72-23-86-21,0614-001-001,FOOTWEAR FOR MEN,YES,60000,,
72-23-86-21,0614-001-001,FOOTWEAR FOR WOMEN,YES,50000,,
72-23-86-21,0614-001-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,38000,,
72-23-86-21,0614-001-001,"WOOD POLES, BAMBOO",YES,,60000,0
72-23-86-21,0614-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
09-71-68-21,0614-005-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
09-71-68-21,0614-005-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,60000,,
09-71-68-21,0614-005-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
09-71-68-21,0614-005-001,MOSQUITO NET,NO,,,
09-71-68-21,0614-005-001,MATTRESS,NO,,,
09-71-68-21,0614-005-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
09-71-68-21,0614-005-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
09-71-68-21,0614-005-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
09-71-68-21,0614-005-001,COUNCIL RATES,NO,,,
09-71-68-21,0614-005-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
09-71-68-21,0614-005-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
09-71-68-21,0614-005-001,FINES OR LEGAL FEES,NO,,,
09-71-68-21,0614-005-001,BRIDE PRICE /MARRIAGE COSTS,YES,100000,,
09-71-68-21,0614-005-001,FUNERAL COSTS,YES,50000,,
09-71-68-21,0614-005-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
09-71-68-21,0614-005-001,REPAIRS TO CONSUMER DURABLES,NO,,,
09-71-68-21,0614-005-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
09-71-68-21,0614-005-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
09-71-68-21,0614-005-001,GARMENTS FOR MEN,YES,50000,,
09-71-68-21,0614-005-001,GARMENTS FOR WOMEN,YES,40000,,
09-71-68-21,0614-005-001,GARMENTS FOR CHILDREN & BABIES,YES,120000,,
09-71-68-21,0614-005-001,FOOTWEAR FOR MEN,YES,30000,,
09-71-68-21,0614-005-001,FOOTWEAR FOR WOMEN,YES,60000,,
09-71-68-21,0614-005-001,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
09-71-68-21,0614-005-001,"WOOD POLES, BAMBOO",YES,,100000,100000
09-71-68-21,0614-005-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
81-97-59-95,0614-005-007,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
81-97-59-95,0614-005-007,"LINEN - TOWELS, SHEETS, BLANKETS",YES,16000,,
81-97-59-95,0614-005-007,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
81-97-59-95,0614-005-007,MOSQUITO NET,NO,,,
81-97-59-95,0614-005-007,MATTRESS,NO,,,
81-97-59-95,0614-005-007,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
81-97-59-95,0614-005-007,"FILM, FILM PROCESSING, CAMERA",YES,3000,,
81-97-59-95,0614-005-007,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
81-97-59-95,0614-005-007,COUNCIL RATES,NO,,,
81-97-59-95,0614-005-007,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",,,,
81-97-59-95,0614-005-007,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
81-97-59-95,0614-005-007,FINES OR LEGAL FEES,NO,,,
81-97-59-95,0614-005-007,BRIDE PRICE /MARRIAGE COSTS,YES,2000,,
81-97-59-95,0614-005-007,FUNERAL COSTS,NO,,,
81-97-59-95,0614-005-007,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
81-97-59-95,0614-005-007,REPAIRS TO CONSUMER DURABLES,NO,,,
81-97-59-95,0614-005-007,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
81-97-59-95,0614-005-007,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
81-97-59-95,0614-005-007,GARMENTS FOR MEN,YES,30000,,
81-97-59-95,0614-005-007,GARMENTS FOR WOMEN,YES,15000,,
81-97-59-95,0614-005-007,GARMENTS FOR CHILDREN & BABIES,YES,10000,,
81-97-59-95,0614-005-007,FOOTWEAR FOR MEN,YES,13000,,
81-97-59-95,0614-005-007,FOOTWEAR FOR WOMEN,YES,6000,,
81-97-59-95,0614-005-007,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
81-97-59-95,0614-005-007,"WOOD POLES, BAMBOO",NO,,,
81-97-59-95,0614-005-007,GRASS FOR THATCHING ROOF OR OTHER USE,YES,,20000,0
59-27-17-97,0615-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
59-27-17-97,0615-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
59-27-17-97,0615-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
59-27-17-97,0615-001-001,MOSQUITO NET,NO,,,
59-27-17-97,0615-001-001,MATTRESS,NO,,,
59-27-17-97,0615-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
59-27-17-97,0615-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
59-27-17-97,0615-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
59-27-17-97,0615-001-001,COUNCIL RATES,NO,,,
59-27-17-97,0615-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
59-27-17-97,0615-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
59-27-17-97,0615-001-001,FINES OR LEGAL FEES,NO,,,
59-27-17-97,0615-001-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
59-27-17-97,0615-001-001,FUNERAL COSTS,NO,,,
59-27-17-97,0615-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
59-27-17-97,0615-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
59-27-17-97,0615-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
59-27-17-97,0615-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
59-27-17-97,0615-001-001,GARMENTS FOR MEN,YES,200000,,
59-27-17-97,0615-001-001,GARMENTS FOR WOMEN,YES,20000,,
59-27-17-97,0615-001-001,GARMENTS FOR CHILDREN & BABIES,YES,28000,,
59-27-17-97,0615-001-001,FOOTWEAR FOR MEN,YES,36000,,
59-27-17-97,0615-001-001,FOOTWEAR FOR WOMEN,YES,8000,,
59-27-17-97,0615-001-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,5000,,
59-27-17-97,0615-001-001,"WOOD POLES, BAMBOO",YES,,20000,0
59-27-17-97,0615-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
36-59-40-79,0615-001-005,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
36-59-40-79,0615-001-005,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
36-59-40-79,0615-001-005,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
36-59-40-79,0615-001-005,MOSQUITO NET,NO,,,
36-59-40-79,0615-001-005,MATTRESS,NO,,,
36-59-40-79,0615-001-005,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
36-59-40-79,0615-001-005,"FILM, FILM PROCESSING, CAMERA",NO,,,
36-59-40-79,0615-001-005,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
36-59-40-79,0615-001-005,COUNCIL RATES,NO,,,
36-59-40-79,0615-001-005,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
36-59-40-79,0615-001-005,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
36-59-40-79,0615-001-005,FINES OR LEGAL FEES,NO,,,
36-59-40-79,0615-001-005,BRIDE PRICE /MARRIAGE COSTS,YES,30000,,
36-59-40-79,0615-001-005,FUNERAL COSTS,YES,30000,,
36-59-40-79,0615-001-005,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
36-59-40-79,0615-001-005,REPAIRS TO CONSUMER DURABLES,NO,,,
36-59-40-79,0615-001-005,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
36-59-40-79,0615-001-005,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
36-59-40-79,0615-001-005,GARMENTS FOR MEN,YES,15000,,
36-59-40-79,0615-001-005,GARMENTS FOR WOMEN,YES,30000,,
36-59-40-79,0615-001-005,GARMENTS FOR CHILDREN & BABIES,YES,15000,,
36-59-40-79,0615-001-005,FOOTWEAR FOR MEN,NO,,,
36-59-40-79,0615-001-005,FOOTWEAR FOR WOMEN,NO,,,
