interview__key,sdd_hhid,wqt_selection,wqt_prob,wqt_blank_s,wqt_blank_p,wqt_01,wqt_02,wqt_03,wqt_04,wqt_05,wqt_06,wqt_07_1,wqt_07_2,wqt_07_3,wqt_08,wqt_09,wqt_10,wqt_11,wqt_12,wqt_13__Latitude,wqt_13__Longitude,wqt_13__Accuracy,wqt_13__Altitude,wqt_13__Timestamp,wqt_14,wqt_15,wqt_16,wqt_17,wqt_18,wqt_19a,wqt_19,wqt_20,wqr_01a,wqr_01,wqr_02,wqr_03,wqr_04,wqr_05,wqr_06,wqr_07a,wqr_07,wqr_08,wqr_09,wqr_10,wqr_11,wqr_12,wqr_13,wqr_14,wqr_15,wqr_16,wqr_17,wqr_18
61-41-06-82,0684-005-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62-07-47-27,0684-005-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-48-68-26,0685-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-12-37-49,0686-001-001,YES,0.85714287,YES,0.16666667,YES,2,2019-05-04T16:36:30,YES,COVERED CONTAINER,YES,BOIL,,,2019-05-04T16:37:07,2019-05-04T16:37:10,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-6.7361655,39.2136583,15.5,-22,2019-05-04T13:38:37,YES,2019-05-04T17:05:34,2019-05-04T16:39:00,,,YES,2019-05-04T18:30:35,2019-05-04T18:31:41,YES,2019-05-06T16:37:30,101,wqr_03__.jpg,2019-05-06T16:39:22,0,NO,YES,2019-05-06T16:41:02,30,wqr_09__.jpg,2019-05-06T16:44:34,3,YES,2019-05-06T16:44:51,1,wqr_15__.jpg,2019-05-06T16:47:20,0,NO
92-90-26-11,0687-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-98-45-79,0687-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-48-13-81,0687-006-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-78-48-50,0687-006-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-57-53-73,0688-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-06-93-51,0689-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-21-34-64,0689-001-008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-06-93-41,0690-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-15-33-17,0692-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-84-62-21,0694-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-33-85-80,0695-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53-85-16-71,0695-004-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-88-46-60,0695-004-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-20-87-66,0696-001-001,YES,,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
60-53-18-73,0696-002-001,YES,,YES,,YES,2,2019-04-12T04:15:42,YES,COVERED CONTAINER,NO,,,,2019-04-12T05:57:55,2019-04-12T06:00:40,UNPROTECTED SPRING,YES,,-2.0239843,31.5892277,28,1193,2019-04-12T07:44:24,YES,2019-04-12T06:28:54,2019-04-12T06:44:10,2019-04-12T06:44:57,,YES,2019-04-12T06:57:23,2019-04-12T07:07:02,NO,2019-04-13T13:09:53,101,wqr_03__.jpg,2019-04-13T13:17:09,0,YES,YES,2019-04-13T13:19:41,101,wqr_09__.jpg,2019-04-13T13:27:02,0,YES,2019-04-13T13:28:10,0,wqr_15__.jpg,2019-04-13T13:31:28,0,NO
96-88-18-26,0696-004-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54-36-89-43,0697-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-47-26-16,0698-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-43-61-13,0698-003-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-80-76-28,0698-009-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-83-92-95,0699-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-70-45-48,0700-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-34-18-97,0701-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-19-56-08,0702-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-00-32-44,0703-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44-09-39-44,0705-002-001,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-91-85-71,0706-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-56-40-01,0707-001-001,YES,0.66666669,NO,,YES,2,2019-05-07T18:11:43,YES,UNCOVERED CONTAINER,NO,,,,2019-05-07T18:13:47,2019-05-07T18:27:19,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-2.6610139,32.6447586,21.5,1197.4000244140625,2019-05-07T15:38:33,YES,2019-05-07T18:38:35,2019-05-07T18:47:56,2019-05-08T09:24:17,,NO,,,NO,2019-05-08T19:38:13,2,wqr_03__.jpg,2019-05-08T19:43:04,0,NO,YES,2019-05-08T19:49:32,0,wqr_09__.jpg,2019-05-08T19:55:33,0,NO,,,,,,
01-47-09-22,0707-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62-92-31-44,0707-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-63-44-83,0708-002-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-58-10-12,0709-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97-33-73-50,0709-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97-10-65-58,0710-001-001,YES,0.66666669,NO,,YES,1,2019-05-18T09:56:36,YES,COVERED CONTAINER,YES,STRAINED IT THROUGH A CLOTH,,,2019-05-18T10:01:39,2019-05-18T10:08:41,PIPED WATER - PUBLIC TAP / STANDPIPE,YES,,-2.5578807,33.2543062,9.5,1167.5999755859375,2019-05-19T07:10:38,NO,,,,,NO,,,YES,2019-05-19T22:12:00,7,wqr_03__.jpg,2019-05-19T22:14:00,0,NO,NO,,,,,,,,,,,,
86-12-47-47,0710-003-001,YES,0.66666669,NO,,YES,1,2019-05-19T14:29:06,YES,DIRECT FROM SOURCE,NO,,,,2019-05-19T14:52:10,2019-05-19T14:57:13,UNPROTECTED DUG WELL,YES,,-2.6208128,33.3813094,27.5,1161.199951171875,2019-05-19T11:36:20,YES,2019-05-19T14:57:35,2019-05-20T18:11:06,2019-05-19T14:57:38,,NO,,,NO,2019-05-20T18:11:31,101,wqr_03__.jpg,2019-05-20T18:12:48,0,YES,YES,2019-05-20T18:13:34,70,wqr_09__.jpg,2019-05-20T18:14:35,2,YES,,,,,,
10-28-30-33,0710-003-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-62-11-86,0710-004-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-04-11-03,0711-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-44-89-46,0714-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-15-28-86,0715-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-95-90-52,0715-004-001,YES,0.75,YES,0.16666667,YES,1,2019-04-26T11:41:01,YES,UNCOVERED CONTAINER,YES,LET IT STAND AND SETTLE,,,2019-04-26T11:45:58,2019-04-26T11:46:05,RAINWATER COLLECTION,NO,OTHER (SPECIFY),,,,,,,,,,,YES,2019-04-26T11:47:53,2019-04-26T11:47:55,YES,2019-04-26T11:48:06,10,wqr_03__.jpg,2019-04-26T11:48:55,0,NO,,,,,,,,2019-04-26T11:49:45,0,wqr_15__.jpg,2019-04-26T11:50:47,0,NO
42-21-63-58,0717-001-001,YES,0.60000002,NO,,YES,3,2019-06-03T16:35:02,YES,UNCOVERED CONTAINER,NO,,,,2019-06-03T16:35:36,2019-06-03T16:42:21,UNPROTECTED SPRING,YES,,-2.6277732,32.0033222,10,1203.300048828125,2019-06-03T13:19:25,YES,2019-06-03T16:50:11,2019-06-03T17:01:04,2019-06-03T17:12:05,,NO,,,NO,2019-06-04T18:47:08,101,wqr_03__.jpg,2019-06-04T18:48:12,7,YES,YES,2019-06-04T18:48:56,12,wqr_09__.jpg,2019-06-04T18:50:35,0,YES,,,,,,
83-10-26-19,0718-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-65-59-07,0718-003-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-92-62-88,0718-010-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88-78-07-94,0719-001-001,YES,0.60000002,NO,,YES,2,2019-06-07T14:05:01,YES,UNCOVERED CONTAINER,NO,,,,2019-06-07T14:05:18,2019-06-07T14:05:21,PROTECTED DUG WELL,YES,,-2.5228276,32.0148144,11.5,1137.800048828125,2019-06-07T11:45:31,YES,2019-06-07T14:05:54,2019-06-07T14:05:57,,,NO,,,NO,2019-06-08T15:16:19,101,wqr_03__.jpg,2019-06-08T15:16:54,4,YES,YES,2019-06-08T15:17:11,101,wqr_09__.jpg,2019-06-08T15:17:42,14,YES,,,,,,
02-98-67-18,0720-001-001,YES,0.60000002,YES,0.16666667,YES,2,2019-06-04T16:02:04,YES,UNCOVERED CONTAINER,NO,,,,2019-06-04T16:02:31,2019-06-04T16:02:35,PROTECTED SPRING,YES,,-2.6032088,31.9738974,21,1116,2019-06-04T14:56:27,YES,2019-06-04T16:03:55,2019-06-04T16:03:59,2019-06-04T16:04:05,,YES,2019-06-06T09:09:28,2019-06-06T09:09:31,NO,2019-06-06T09:10:47,101,wqr_03__.jpg,2019-06-06T09:11:32,101,YES,YES,2019-06-06T09:12:09,101,wqr_09__.jpg,2019-06-06T09:13:02,5,YES,2019-06-07T08:30:57,0,wqr_15__.jpg,2019-06-07T08:31:42,0,NO
01-38-32-24,0720-001-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-71-36-18,0720-010-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-74-22-66,0720-010-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-88-68-03,0720-015-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-89-11-25,0720-015-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-91-51-52,0720-015-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-58-22-46,0721-002-001,YES,0.85714287,NO,,YES,2,2019-05-03T16:44:10,YES,UNCOVERED CONTAINER,NO,,,,2019-05-03T16:45:29,2019-05-03T16:45:38,RAINWATER COLLECTION,NO,OTHER (SPECIFY),,,,,,,,,,,NO,,,NO,2019-05-03T16:48:02,101,wqr_03__.jpg,2019-05-03T16:49:26,19,YES,,,,,,,,,,,,,
19-95-64-63,0722-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-12-69-11,0723-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-62-20-14,0724-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-46-81-24,0724-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-09-64-22,0725-001-001,YES,0.60000002,NO,,YES,1,2019-06-02T14:25:37,YES,UNCOVERED CONTAINER,NO,,,,2019-06-02T14:26:05,2019-06-02T14:26:08,UNPROTECTED DUG WELL,YES,,-2.6032658,31.9740591,39,1117.4000244140625,2019-06-02T12:25:31,YES,2019-06-02T15:24:02,2019-06-02T15:24:06,2019-06-06T09:28:52,,NO,,,NO,2019-06-06T09:29:43,101,wqr_03__.jpg,2019-06-06T09:30:27,3,YES,YES,2019-06-06T09:30:54,101,wqr_09__.jpg,2019-06-07T08:28:35,101,YES,,,,,,
47-68-48-21,0725-004-001,YES,0.60000002,NO,,YES,1,2019-06-08T15:32:46,YES,COVERED CONTAINER,YES,"USE A WATER FILTER (CERAMIC, SAND, COMPOSITE, ETC.)",,,2019-06-08T15:49:10,2019-06-08T16:04:43,UNPROTECTED SPRING,YES,,-2.773606,32.1227058,13.5,1155.9000244140625,2019-06-08T10:23:21,YES,2019-06-08T16:11:21,2019-06-08T16:21:10,2019-06-08T16:22:17,,NO,,,YES,2019-06-10T20:13:14,101,wqr_03__.jpg,2019-06-10T20:14:33,0,NO,YES,2019-06-10T20:15:03,101,wqr_09__.jpg,2019-06-10T20:16:21,0,YES,,,,,,
83-43-91-36,0726-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-19-00-24,0726-004-001,YES,0.60000002,NO,,YES,2,2019-06-02T16:54:16,YES,COVERED CONTAINER,YES,"USE A WATER FILTER (CERAMIC, SAND, COMPOSITE, ETC.)",,,2019-06-02T17:51:18,2019-06-02T18:11:09,UNPROTECTED SPRING,YES,,-2.6033044,31.9739919,16.5,1129.199951171875,2019-06-02T14:24:07,YES,2019-06-02T18:14:21,2019-06-02T18:31:37,2019-06-02T18:39:25,,NO,,,YES,2019-06-03T20:13:46,46,wqr_03__.jpg,2019-06-03T20:15:41,1,NO,YES,2019-06-03T20:19:05,101,wqr_09__.jpg,2019-06-03T20:22:29,68,YES,,,,,,
72-19-77-76,0726-004-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-44-85-61,0727-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87-68-89-36,0729-001-002,YES,0.66666669,NO,,YES,4,2019-06-10T10:34:06,YES,UNABLE TO OBSERVE,YES,STRAINED IT THROUGH A CLOTH,,,2019-06-10T10:42:00,2019-06-10T10:49:28,CART WITH SMALL TANK/DRUM,NO,OTHER (SPECIFY),,,,,,,,,,,NO,,,YES,2019-06-12T12:26:20,9,wqr_03__.jpg,2019-06-12T12:27:40,1,YES,,,,,,,,,,,,,
53-00-35-57,0729-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-01-13-20,0729-004-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41-67-65-60,0731-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-89-30-03,0731-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-42-39-17,0732-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-80-38-30,0733-001-001,YES,0.66666669,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
16-05-60-08,0734-001-001,YES,0.66666669,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
42-11-43-73,0736-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-65-41-70,0736-003-001,YES,0.66666669,YES,0.16666667,YES,1,2019-06-11T19:02:12,YES,COVERED CONTAINER,YES,STRAINED IT THROUGH A CLOTH,,,2019-06-11T19:05:34,2019-06-11T19:16:37,UNPROTECTED SPRING,NO,OTHER (SPECIFY),,,,,,,,,,,YES,,,YES,2019-06-12T21:45:49,101,wqr_03__.jpg,2019-06-12T21:51:22,2,YES,,,,,,,,,,,,,
84-20-01-44,0736-003-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61-19-90-97,0736-003-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-03-28-85,0736-003-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99-14-00-70,0736-003-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97-65-53-21,0737-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-34-94-62,0738-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-22-14-90,0739-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-49-87-81,0740-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46-44-66-21,0740-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-76-22-49,0741-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-06-51-04,0741-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-01-48-22,0742-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94-01-64-67,0742-006-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-09-53-23,0742-006-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54-99-39-86,0743-001-001,YES,,NO,,YES,1,2019-04-06T07:05:21,YES,COVERED CONTAINER,NO,,,,2019-04-06T07:05:55,2019-04-06T07:06:04,PROTECTED SPRING,YES,,-1.6010998,31.5490654,19,1230.9000244140625,2019-04-06T11:07:03,YES,2019-04-06T07:17:35,2019-04-06T07:18:09,2019-04-06T07:19:28,,NO,,,NO,2019-04-07T09:41:13,101,wqr_03__.jpg,2019-04-07T09:42:50,0,YES,YES,2019-04-07T09:43:24,70,wqr_09__.jpg,2019-04-07T09:44:54,0,YES,,,,,,
82-79-20-90,0743-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-42-87-71,0744-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-16-66-10,0744-003-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-11-94-86,0744-005-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83-40-04-19,0745-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-77-22-01,0746-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-95-03-62,0747-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90-66-22-54,0748-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-92-93-80,0748-006-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-93-75-06,0749-001-001,YES,0.85714287,NO,,YES,1,2019-04-29T10:53:43,YES,COVERED CONTAINER,YES,BOIL,,,2019-04-29T10:54:15,2019-04-29T17:37:52,PROTECTED DUG WELL,YES,,-3.469797,31.8910541,14.5,1213.300048828125,2019-04-29T15:12:27,YES,2019-04-29T11:23:23,2019-04-29T12:01:19,2019-04-29T12:45:13,,NO,,,YES,2019-04-30T19:49:04,54,wqr_03__.jpg,2019-04-30T20:15:19,0,NO,YES,2019-04-30T20:18:26,101,wqr_09__.jpg,2019-04-30T20:20:08,8,YES,,,,,,
39-72-67-30,0749-002-001,YES,0.85714287,NO,,YES,1,2019-04-29T16:08:06,YES,UNCOVERED CONTAINER,YES,BOIL,,,2019-04-29T16:11:06,2019-04-29T16:19:17,PROTECTED DUG WELL,YES,,-3.4616191,31.8876403,10.5,1239.4000244140625,2019-04-29T13:17:31,YES,2019-04-29T16:21:55,2019-04-29T16:28:53,2019-04-29T16:36:52,,NO,,,YES,2019-04-30T20:13:42,0,wqr_03__.jpg,2019-04-30T20:22:50,0,NO,YES,2019-04-30T20:23:23,22,wqr_09__.jpg,2019-04-30T20:25:38,0,YES,,,,,,
14-38-94-33,0749-003-001,YES,0.85714287,NO,,YES,3,2019-04-27T12:56:36,YES,UNCOVERED CONTAINER,YES,LET IT STAND AND SETTLE,,,2019-04-27T13:10:30,2019-04-27T13:10:33,RAINWATER COLLECTION,NO,OTHER (SPECIFY),,,,,,,,,,,NO,,,YES,2019-04-28T14:17:49,101,wqr_03__.jpg,2019-04-28T14:18:49,6,YES,,,,,,,,,,,,,
85-80-93-27,0750-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-49-15-42,0751-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-63-19-27,0751-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-99-56-15,0751-001-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,YES,0.66666669,YES,0.16666667,YES,28,2019-05-12T17:59:38,YES,UNCOVERED CONTAINER,NO,,,,2019-05-12T18:01:18,2019-05-12T18:01:48,UNPROTECTED DUG WELL,YES,,-3.0188712,32.7812585,11.5,1123.300048828125,2019-05-11T07:02:45,YES,2019-05-12T18:02:16,2019-05-12T18:02:25,2019-05-12T18:02:34,,YES,2019-05-13T19:14:13,2019-05-13T19:14:23,NO,2019-05-12T18:04:54,101,wqr_03__.jpg,2019-05-12T18:06:07,1,YES,YES,2019-05-12T18:07:13,101,wqr_09__.jpg,2019-05-12T18:26:33,0,YES,2019-05-13T19:08:15,0,wqr_15__.jpg,2019-05-13T19:09:18,0,NO
89-85-01-84,0752-004-001,YES,0.66666669,NO,,YES,1,2019-05-12T12:18:47,YES,COVERED CONTAINER,NO,,,,2019-05-12T12:19:43,2019-05-12T12:54:28,UNPROTECTED DUG WELL,YES,,-3.0189123,32.7812464,25,1147.800048828125,2019-05-11T07:02:57,YES,2019-05-12T13:10:29,2019-05-12T13:40:27,2019-05-12T13:45:03,,NO,,,NO,2019-05-12T18:22:35,101,wqr_03__.jpg,2019-05-12T18:25:00,1,YES,YES,2019-05-12T18:26:22,101,wqr_09__.jpg,2019-05-12T18:31:38,1,YES,,,,,,
84-75-07-82,0752-004-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-50-22-98,0752-004-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-74-73-51,0752-021-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83-03-55-57,0753-001-001,YES,0.85714287,YES,0.16666667,YES,2,2019-06-22T11:58:06,YES,COVERED CONTAINER,NO,,,,,2019-06-22T12:04:16,PIPED WATER - PUBLIC TAP / STANDPIPE,YES,,-3.5205603,37.0225752,23,905.5999755859375,2019-06-22T09:05:03,YES,,2019-06-22T12:10:36,,,YES,,2019-06-23T18:53:37,NO,,,,2019-06-23T18:55:08,0,YES,YES,,,,2019-06-23T18:55:50,8,NO,,,,2019-06-24T18:26:46,0,NO
79-31-15-72,0754-001-001,YES,0.85714287,NO,,YES,2,2019-06-23T12:57:18,YES,COVERED CONTAINER,NO,,,,,2019-06-23T12:58:40,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-3.5185809,37.022236,35,797.79998779296875,2019-06-23T10:07:33,YES,,2019-06-23T13:04:05,,,NO,,,NO,,,,2019-06-24T18:49:30,13,YES,YES,,,,2019-06-24T18:51:44,0,NO,,,,,,
33-76-14-08,0755-001-001,YES,0.85714287,NO,,YES,2,2019-06-23T12:09:10,YES,COVERED CONTAINER,NO,,,,,2019-06-23T12:13:12,PIPED WATER - PIPED TO NEIGHBOUR,YES,,-3.5126885,37.0306227,12,896.9000244140625,2019-06-23T09:30:42,YES,,2019-06-23T12:31:49,,,NO,,,NO,,,,2019-06-24T18:38:17,0,YES,YES,,,,2019-06-24T18:46:42,0,NO,,,,,,
68-57-50-23,0756-001-001,YES,0.85714287,NO,,YES,2,2019-06-22T14:12:13,NO,,,,,,,,,,,,,,,,,,,,,NO,,,NO,,,,,,,,,,,,,,,,,,,
29-44-66-61,0756-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77-60-75-93,0757-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-14-45-66,0758-001-001,YES,0.85714287,NO,,YES,2,2019-06-23T13:43:47,YES,COVERED CONTAINER,YES,BOIL,,,,2019-06-23T13:45:24,TANKER-TRUCK,NO,OTHER (SPECIFY),,,,,,,,,,,NO,,,YES,,,,2019-06-24T18:40:17,1,YES,,,,,,,,,,,,,
