interview__key,sdd_hhid,productid,lf08_01,lf08_02,lf08_03_1,lf08_03_2,lf08_04,lf08_05_1,lf08_05_2,lf08_06,lf08_07_a,lf08_07_b,lf08_07_c,lf08_08_1,lf08_08_2
09-53-11-55,0643-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
22-96-87-35,0643-001-004,EGGS,NO,,,,,,,,,,,,
22-96-87-35,0643-001-004,HONEY,NO,,,,,,,,,,,,
22-96-87-35,0643-001-004,SKIN/HIDES,NO,,,,,,,,,,,,
73-72-53-25,0644-001-001,EGGS,,,,,,,,,,,,,
73-72-53-25,0644-001-001,HONEY,,,,,,,,,,,,,
73-72-53-25,0644-001-001,SKIN/HIDES,,,,,,,,,,,,,
95-29-04-76,0645-001-001,EGGS,NO,,,,,,,,,,,,
95-29-04-76,0645-001-001,HONEY,NO,,,,,,,,,,,,
95-29-04-76,0645-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
81-88-93-76,0645-001-003,EGGS,,,,,,,,,,,,,
81-88-93-76,0645-001-003,HONEY,,,,,,,,,,,,,
81-88-93-76,0645-001-003,SKIN/HIDES,,,,,,,,,,,,,
55-16-13-84,0646-001-001,EGGS,,,,,,,,,,,,,
55-16-13-84,0646-001-001,HONEY,,,,,,,,,,,,,
55-16-13-84,0646-001-001,SKIN/HIDES,,,,,,,,,,,,,
73-60-06-64,0646-001-002,EGGS,,,,,,,,,,,,,
73-60-06-64,0646-001-002,HONEY,,,,,,,,,,,,,
73-60-06-64,0646-001-002,SKIN/HIDES,,,,,,,,,,,,,
57-40-27-79,0647-001-001,EGGS,,,,,,,,,,,,,
57-40-27-79,0647-001-001,HONEY,,,,,,,,,,,,,
57-40-27-79,0647-001-001,SKIN/HIDES,,,,,,,,,,,,,
32-85-24-94,0648-001-001,EGGS,NO,,,,,,,,,,,,
32-85-24-94,0648-001-001,HONEY,NO,,,,,,,,,,,,
32-85-24-94,0648-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
20-84-09-10,0649-001-001,EGGS,,,,,,,,,,,,,
20-84-09-10,0649-001-001,HONEY,,,,,,,,,,,,,
20-84-09-10,0649-001-001,SKIN/HIDES,,,,,,,,,,,,,
75-45-78-14,0651-001-001,EGGS,YES,4,12,PIECES,NO,,,,,,,,
75-45-78-14,0651-001-001,HONEY,NO,,,,,,,,,,,,
75-45-78-14,0651-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
21-41-45-56,0652-001-001,EGGS,,,,,,,,,,,,,
21-41-45-56,0652-001-001,HONEY,,,,,,,,,,,,,
21-41-45-56,0652-001-001,SKIN/HIDES,,,,,,,,,,,,,
38-47-82-69,0652-003-001,EGGS,NO,,,,,,,,,,,,
38-47-82-69,0652-003-001,HONEY,NO,,,,,,,,,,,,
38-47-82-69,0652-003-001,SKIN/HIDES,NO,,,,,,,,,,,,
35-30-83-19,0653-001-001,EGGS,,,,,,,,,,,,,
35-30-83-19,0653-001-001,HONEY,,,,,,,,,,,,,
35-30-83-19,0653-001-001,SKIN/HIDES,,,,,,,,,,,,,
42-93-81-17,0654-001-001,EGGS,,,,,,,,,,,,,
42-93-81-17,0654-001-001,HONEY,,,,,,,,,,,,,
42-93-81-17,0654-001-001,SKIN/HIDES,,,,,,,,,,,,,
70-81-65-41,0654-001-002,EGGS,,,,,,,,,,,,,
70-81-65-41,0654-001-002,HONEY,,,,,,,,,,,,,
70-81-65-41,0654-001-002,SKIN/HIDES,,,,,,,,,,,,,
18-25-55-05,0654-004-001,EGGS,,,,,,,,,,,,,
18-25-55-05,0654-004-001,HONEY,,,,,,,,,,,,,
18-25-55-05,0654-004-001,SKIN/HIDES,,,,,,,,,,,,,
43-17-73-10,0655-001-001,EGGS,NO,,,,,,,,,,,,
43-17-73-10,0655-001-001,HONEY,NO,,,,,,,,,,,,
43-17-73-10,0655-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
45-08-66-74,0657-001-001,EGGS,NO,,,,,,,,,,,,
45-08-66-74,0657-001-001,HONEY,NO,,,,,,,,,,,,
45-08-66-74,0657-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
80-11-06-01,0658-001-001,EGGS,YES,3,12,PIECES,NO,,,,,,,,
80-11-06-01,0658-001-001,HONEY,NO,,,,,,,,,,,,
80-11-06-01,0658-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
26-98-49-23,0658-001-002,EGGS,,,,,,,,,,,,,
26-98-49-23,0658-001-002,HONEY,,,,,,,,,,,,,
26-98-49-23,0658-001-002,SKIN/HIDES,,,,,,,,,,,,,
55-09-04-44,0658-001-003,EGGS,,,,,,,,,,,,,
55-09-04-44,0658-001-003,HONEY,,,,,,,,,,,,,
55-09-04-44,0658-001-003,SKIN/HIDES,,,,,,,,,,,,,
08-56-07-13,0661-002-001,EGGS,,,,,,,,,,,,,
08-56-07-13,0661-002-001,HONEY,,,,,,,,,,,,,
08-56-07-13,0661-002-001,SKIN/HIDES,,,,,,,,,,,,,
51-15-35-70,0662-001-001,EGGS,,,,,,,,,,,,,
51-15-35-70,0662-001-001,HONEY,,,,,,,,,,,,,
51-15-35-70,0662-001-001,SKIN/HIDES,,,,,,,,,,,,,
28-98-23-75,0662-002-001,EGGS,,,,,,,,,,,,,
28-98-23-75,0662-002-001,HONEY,,,,,,,,,,,,,
28-98-23-75,0662-002-001,SKIN/HIDES,,,,,,,,,,,,,
10-37-19-93,0662-002-002,EGGS,YES,3,20,PIECES,NO,,,,,,,,
10-37-19-93,0662-002-002,HONEY,NO,,,,,,,,,,,,
10-37-19-93,0662-002-002,SKIN/HIDES,NO,,,,,,,,,,,,
74-94-37-74,0663-001-001,EGGS,YES,4,80,PIECES,NO,,,,,,,,
74-94-37-74,0663-001-001,HONEY,NO,,,,,,,,,,,,
74-94-37-74,0663-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
66-20-63-52,0663-001-002,EGGS,,,,,,,,,,,,,
66-20-63-52,0663-001-002,HONEY,,,,,,,,,,,,,
66-20-63-52,0663-001-002,SKIN/HIDES,,,,,,,,,,,,,
69-75-97-36,0663-003-001,EGGS,,,,,,,,,,,,,
69-75-97-36,0663-003-001,HONEY,,,,,,,,,,,,,
69-75-97-36,0663-003-001,SKIN/HIDES,,,,,,,,,,,,,
05-21-74-76,0664-001-001,EGGS,YES,3,10,PIECES,NO,,,,,,,,
05-21-74-76,0664-001-001,HONEY,NO,,,,,,,,,,,,
05-21-74-76,0664-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
59-72-44-58,0665-001-001,EGGS,YES,3,60,PIECES,NO,,,,,,,,
59-72-44-58,0665-001-001,HONEY,NO,,,,,,,,,,,,
59-72-44-58,0665-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
99-47-56-63,0666-001-001,EGGS,,,,,,,,,,,,,
99-47-56-63,0666-001-001,HONEY,,,,,,,,,,,,,
99-47-56-63,0666-001-001,SKIN/HIDES,,,,,,,,,,,,,
65-31-48-21,0666-003-001,EGGS,YES,2,3,PIECES,NO,,,,,,,,
65-31-48-21,0666-003-001,HONEY,NO,,,,,,,,,,,,
65-31-48-21,0666-003-001,SKIN/HIDES,NO,,,,,,,,,,,,
96-55-31-90,0667-001-001,EGGS,,,,,,,,,,,,,
96-55-31-90,0667-001-001,HONEY,,,,,,,,,,,,,
96-55-31-90,0667-001-001,SKIN/HIDES,,,,,,,,,,,,,
20-29-28-71,0668-001-001,EGGS,,,,,,,,,,,,,
20-29-28-71,0668-001-001,HONEY,,,,,,,,,,,,,
20-29-28-71,0668-001-001,SKIN/HIDES,,,,,,,,,,,,,
56-93-51-26,0668-001-002,EGGS,,,,,,,,,,,,,
56-93-51-26,0668-001-002,HONEY,,,,,,,,,,,,,
56-93-51-26,0668-001-002,SKIN/HIDES,,,,,,,,,,,,,
67-65-05-37,0668-002-001,EGGS,,,,,,,,,,,,,
67-65-05-37,0668-002-001,HONEY,,,,,,,,,,,,,
67-65-05-37,0668-002-001,SKIN/HIDES,,,,,,,,,,,,,
76-81-55-22,0669-001-001,EGGS,,,,,,,,,,,,,
76-81-55-22,0669-001-001,HONEY,,,,,,,,,,,,,
76-81-55-22,0669-001-001,SKIN/HIDES,,,,,,,,,,,,,
01-21-40-66,0671-001-001,EGGS,,,,,,,,,,,,,
01-21-40-66,0671-001-001,HONEY,,,,,,,,,,,,,
01-21-40-66,0671-001-001,SKIN/HIDES,,,,,,,,,,,,,
55-25-66-63,0671-003-001,EGGS,,,,,,,,,,,,,
55-25-66-63,0671-003-001,HONEY,,,,,,,,,,,,,
55-25-66-63,0671-003-001,SKIN/HIDES,,,,,,,,,,,,,
31-38-25-42,0672-001-001,EGGS,,,,,,,,,,,,,
31-38-25-42,0672-001-001,HONEY,,,,,,,,,,,,,
31-38-25-42,0672-001-001,SKIN/HIDES,,,,,,,,,,,,,
28-61-27-79,0674-001-001,EGGS,,,,,,,,,,,,,
28-61-27-79,0674-001-001,HONEY,,,,,,,,,,,,,
28-61-27-79,0674-001-001,SKIN/HIDES,,,,,,,,,,,,,
31-50-67-22,0675-001-001,EGGS,YES,4,15,PIECES,YES,10,PIECES,30000,2,,NDANI YA KIJIJI /MJI,1,
31-50-67-22,0675-001-001,HONEY,NO,,,,,,,,,,,,
31-50-67-22,0675-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
22-28-71-98,0675-001-004,EGGS,YES,3,13,PIECES,NO,,,,,,,,
22-28-71-98,0675-001-004,HONEY,NO,,,,,,,,,,,,
22-28-71-98,0675-001-004,SKIN/HIDES,NO,,,,,,,,,,,,
36-42-77-74,0676-001-001,EGGS,NO,,,,,,,,,,,,
36-42-77-74,0676-001-001,HONEY,NO,,,,,,,,,,,,
36-42-77-74,0676-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
71-23-90-01,0677-001-001,EGGS,,,,,,,,,,,,,
71-23-90-01,0677-001-001,HONEY,,,,,,,,,,,,,
71-23-90-01,0677-001-001,SKIN/HIDES,,,,,,,,,,,,,
19-05-54-21,0678-001-001,EGGS,YES,2,8,PIECES,NO,,,,,,,,
19-05-54-21,0678-001-001,HONEY,NO,,,,,,,,,,,,
19-05-54-21,0678-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
06-03-24-91,0678-001-002,EGGS,,,,,,,,,,,,,
06-03-24-91,0678-001-002,HONEY,,,,,,,,,,,,,
06-03-24-91,0678-001-002,SKIN/HIDES,,,,,,,,,,,,,
53-82-24-71,0679-001-001,EGGS,,,,,,,,,,,,,
53-82-24-71,0679-001-001,HONEY,,,,,,,,,,,,,
53-82-24-71,0679-001-001,SKIN/HIDES,,,,,,,,,,,,,
76-36-87-78,0680-001-001,EGGS,,,,,,,,,,,,,
76-36-87-78,0680-001-001,HONEY,,,,,,,,,,,,,
76-36-87-78,0680-001-001,SKIN/HIDES,,,,,,,,,,,,,
90-00-57-86,0681-001-002,EGGS,,,,,,,,,,,,,
90-00-57-86,0681-001-002,HONEY,,,,,,,,,,,,,
90-00-57-86,0681-001-002,SKIN/HIDES,,,,,,,,,,,,,
53-66-73-80,0682-001-002,EGGS,,,,,,,,,,,,,
53-66-73-80,0682-001-002,HONEY,,,,,,,,,,,,,
53-66-73-80,0682-001-002,SKIN/HIDES,,,,,,,,,,,,,
57-93-70-27,0683-001-001,EGGS,,,,,,,,,,,,,
57-93-70-27,0683-001-001,HONEY,,,,,,,,,,,,,
57-93-70-27,0683-001-001,SKIN/HIDES,,,,,,,,,,,,,
68-79-28-80,0683-001-009,EGGS,,,,,,,,,,,,,
68-79-28-80,0683-001-009,HONEY,,,,,,,,,,,,,
68-79-28-80,0683-001-009,SKIN/HIDES,,,,,,,,,,,,,
81-82-35-91,0683-002-002,EGGS,,,,,,,,,,,,,
81-82-35-91,0683-002-002,HONEY,,,,,,,,,,,,,
81-82-35-91,0683-002-002,SKIN/HIDES,,,,,,,,,,,,,
10-61-49-52,0684-001-002,EGGS,,,,,,,,,,,,,
10-61-49-52,0684-001-002,HONEY,,,,,,,,,,,,,
10-61-49-52,0684-001-002,SKIN/HIDES,,,,,,,,,,,,,
34-20-14-19,0684-001-004,EGGS,,,,,,,,,,,,,
34-20-14-19,0684-001-004,HONEY,,,,,,,,,,,,,
34-20-14-19,0684-001-004,SKIN/HIDES,,,,,,,,,,,,,
61-41-06-82,0684-005-001,EGGS,YES,3,52,PIECES,YES,36,PIECES,6000,1,,NDANI YA KIJIJI /MJI,1,
61-41-06-82,0684-005-001,HONEY,NO,,,,,,,,,,,,
61-41-06-82,0684-005-001,SKIN/HIDES,NO,,,,,,,,,,,,
62-07-47-27,0684-005-002,EGGS,,,,,,,,,,,,,
62-07-47-27,0684-005-002,HONEY,,,,,,,,,,,,,
62-07-47-27,0684-005-002,SKIN/HIDES,,,,,,,,,,,,,
11-48-68-26,0685-001-001,EGGS,,,,,,,,,,,,,
11-48-68-26,0685-001-001,HONEY,,,,,,,,,,,,,
11-48-68-26,0685-001-001,SKIN/HIDES,,,,,,,,,,,,,
70-12-37-49,0686-001-001,EGGS,,,,,,,,,,,,,
70-12-37-49,0686-001-001,HONEY,,,,,,,,,,,,,
70-12-37-49,0686-001-001,SKIN/HIDES,,,,,,,,,,,,,
92-90-26-11,0687-001-001,EGGS,,,,,,,,,,,,,
92-90-26-11,0687-001-001,HONEY,,,,,,,,,,,,,
92-90-26-11,0687-001-001,SKIN/HIDES,,,,,,,,,,,,,
60-98-45-79,0687-001-004,EGGS,,,,,,,,,,,,,
60-98-45-79,0687-001-004,HONEY,,,,,,,,,,,,,
60-98-45-79,0687-001-004,SKIN/HIDES,,,,,,,,,,,,,
98-48-13-81,0687-006-001,EGGS,,,,,,,,,,,,,
98-48-13-81,0687-006-001,HONEY,,,,,,,,,,,,,
98-48-13-81,0687-006-001,SKIN/HIDES,,,,,,,,,,,,,
04-78-48-50,0687-006-002,EGGS,,,,,,,,,,,,,
04-78-48-50,0687-006-002,HONEY,,,,,,,,,,,,,
04-78-48-50,0687-006-002,SKIN/HIDES,,,,,,,,,,,,,
56-57-53-73,0688-001-001,EGGS,NO,,,,,,,,,,,,
56-57-53-73,0688-001-001,HONEY,NO,,,,,,,,,,,,
56-57-53-73,0688-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
23-06-93-51,0689-001-001,EGGS,NO,,,,,,,,,,,,
23-06-93-51,0689-001-001,HONEY,NO,,,,,,,,,,,,
23-06-93-51,0689-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
75-21-34-64,0689-001-008,EGGS,YES,3,12,PIECES,NO,,,,,,,,
75-21-34-64,0689-001-008,HONEY,NO,,,,,,,,,,,,
75-21-34-64,0689-001-008,SKIN/HIDES,NO,,,,,,,,,,,,
95-06-93-41,0690-001-001,EGGS,,,,,,,,,,,,,
95-06-93-41,0690-001-001,HONEY,,,,,,,,,,,,,
95-06-93-41,0690-001-001,SKIN/HIDES,,,,,,,,,,,,,
72-15-33-17,0692-002-001,EGGS,,,,,,,,,,,,,
72-15-33-17,0692-002-001,HONEY,,,,,,,,,,,,,
72-15-33-17,0692-002-001,SKIN/HIDES,,,,,,,,,,,,,
27-84-62-21,0694-001-001,EGGS,YES,4,12,PIECES,NO,,,,,,,,
27-84-62-21,0694-001-001,HONEY,NO,,,,,,,,,,,,
27-84-62-21,0694-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
91-33-85-80,0695-001-001,EGGS,,,,,,,,,,,,,
91-33-85-80,0695-001-001,HONEY,,,,,,,,,,,,,
91-33-85-80,0695-001-001,SKIN/HIDES,,,,,,,,,,,,,
53-85-16-71,0695-004-001,EGGS,,,,,,,,,,,,,
53-85-16-71,0695-004-001,HONEY,,,,,,,,,,,,,
53-85-16-71,0695-004-001,SKIN/HIDES,,,,,,,,,,,,,
64-88-46-60,0695-004-003,EGGS,YES,3,60,PIECES,NO,,,,,,,,
64-88-46-60,0695-004-003,HONEY,NO,,,,,,,,,,,,
64-88-46-60,0695-004-003,SKIN/HIDES,NO,,,,,,,,,,,,
78-20-87-66,0696-001-001,EGGS,,,,,,,,,,,,,
78-20-87-66,0696-001-001,HONEY,,,,,,,,,,,,,
78-20-87-66,0696-001-001,SKIN/HIDES,,,,,,,,,,,,,
60-53-18-73,0696-002-001,EGGS,,,,,,,,,,,,,
60-53-18-73,0696-002-001,HONEY,,,,,,,,,,,,,
60-53-18-73,0696-002-001,SKIN/HIDES,,,,,,,,,,,,,
96-88-18-26,0696-004-001,EGGS,,,,,,,,,,,,,
96-88-18-26,0696-004-001,HONEY,,,,,,,,,,,,,
96-88-18-26,0696-004-001,SKIN/HIDES,,,,,,,,,,,,,
54-36-89-43,0697-001-001,EGGS,,,,,,,,,,,,,
54-36-89-43,0697-001-001,HONEY,,,,,,,,,,,,,
54-36-89-43,0697-001-001,SKIN/HIDES,,,,,,,,,,,,,
71-47-26-16,0698-001-001,EGGS,,,,,,,,,,,,,
71-47-26-16,0698-001-001,HONEY,,,,,,,,,,,,,
71-47-26-16,0698-001-001,SKIN/HIDES,,,,,,,,,,,,,
84-43-61-13,0698-003-002,EGGS,,,,,,,,,,,,,
84-43-61-13,0698-003-002,HONEY,,,,,,,,,,,,,
84-43-61-13,0698-003-002,SKIN/HIDES,,,,,,,,,,,,,
04-80-76-28,0698-009-001,EGGS,NO,,,,,,,,,,,,
04-80-76-28,0698-009-001,HONEY,NO,,,,,,,,,,,,
04-80-76-28,0698-009-001,SKIN/HIDES,NO,,,,,,,,,,,,
17-83-92-95,0699-001-001,EGGS,,,,,,,,,,,,,
17-83-92-95,0699-001-001,HONEY,,,,,,,,,,,,,
17-83-92-95,0699-001-001,SKIN/HIDES,,,,,,,,,,,,,
10-70-45-48,0700-001-001,EGGS,,,,,,,,,,,,,
10-70-45-48,0700-001-001,HONEY,,,,,,,,,,,,,
10-70-45-48,0700-001-001,SKIN/HIDES,,,,,,,,,,,,,
42-34-18-97,0701-003-001,EGGS,NO,,,,,,,,,,,,
42-34-18-97,0701-003-001,HONEY,NO,,,,,,,,,,,,
42-34-18-97,0701-003-001,SKIN/HIDES,NO,,,,,,,,,,,,
72-19-56-08,0702-001-001,EGGS,,,,,,,,,,,,,
72-19-56-08,0702-001-001,HONEY,,,,,,,,,,,,,
72-19-56-08,0702-001-001,SKIN/HIDES,,,,,,,,,,,,,
08-00-32-44,0703-001-001,EGGS,YES,3,8,PIECES,NO,,,,,,,,
08-00-32-44,0703-001-001,HONEY,NO,,,,,,,,,,,,
08-00-32-44,0703-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
44-09-39-44,0705-002-001,EGGS,,,,,,,,,,,,,
44-09-39-44,0705-002-001,HONEY,,,,,,,,,,,,,
44-09-39-44,0705-002-001,SKIN/HIDES,,,,,,,,,,,,,
91-91-85-71,0706-002-001,EGGS,,,,,,,,,,,,,
91-91-85-71,0706-002-001,HONEY,,,,,,,,,,,,,
91-91-85-71,0706-002-001,SKIN/HIDES,,,,,,,,,,,,,
08-56-40-01,0707-001-001,EGGS,YES,3,10,PIECES,NO,,,,,,,,
08-56-40-01,0707-001-001,HONEY,NO,,,,,,,,,,,,
08-56-40-01,0707-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
01-47-09-22,0707-001-003,EGGS,,,,,,,,,,,,,
01-47-09-22,0707-001-003,HONEY,,,,,,,,,,,,,
01-47-09-22,0707-001-003,SKIN/HIDES,,,,,,,,,,,,,
62-92-31-44,0707-002-001,EGGS,,,,,,,,,,,,,
62-92-31-44,0707-002-001,HONEY,,,,,,,,,,,,,
62-92-31-44,0707-002-001,SKIN/HIDES,,,,,,,,,,,,,
08-63-44-83,0708-002-001,EGGS,YES,4,16,PIECES,YES,10,PIECES,500,2,,NDANI YA KIJIJI /MJI,1,2
08-63-44-83,0708-002-001,HONEY,NO,,,,,,,,,,,,
08-63-44-83,0708-002-001,SKIN/HIDES,NO,,,,,,,,,,,,
93-58-10-12,0709-001-001,EGGS,,,,,,,,,,,,,
93-58-10-12,0709-001-001,HONEY,,,,,,,,,,,,,
93-58-10-12,0709-001-001,SKIN/HIDES,,,,,,,,,,,,,
97-33-73-50,0709-001-002,EGGS,,,,,,,,,,,,,
97-33-73-50,0709-001-002,HONEY,,,,,,,,,,,,,
97-33-73-50,0709-001-002,SKIN/HIDES,,,,,,,,,,,,,
97-10-65-58,0710-001-001,EGGS,YES,3,12,PIECES,NO,,,,,,,,
97-10-65-58,0710-001-001,HONEY,NO,,,,,,,,,,,,
97-10-65-58,0710-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
86-12-47-47,0710-003-001,EGGS,,,,,,,,,,,,,
86-12-47-47,0710-003-001,HONEY,,,,,,,,,,,,,
86-12-47-47,0710-003-001,SKIN/HIDES,,,,,,,,,,,,,
10-28-30-33,0710-003-003,EGGS,YES,1,7,PIECES,NO,,,,,,,,
10-28-30-33,0710-003-003,HONEY,NO,,,,,,,,,,,,
10-28-30-33,0710-003-003,SKIN/HIDES,NO,,,,,,,,,,,,
27-62-11-86,0710-004-001,EGGS,YES,3,20,PIECES,NO,,,,,,,,
27-62-11-86,0710-004-001,HONEY,NO,,,,,,,,,,,,
27-62-11-86,0710-004-001,SKIN/HIDES,YES,1,1,PIECES,NO,,,,,,,,
95-04-11-03,0711-001-003,EGGS,,,,,,,,,,,,,
95-04-11-03,0711-001-003,HONEY,,,,,,,,,,,,,
95-04-11-03,0711-001-003,SKIN/HIDES,,,,,,,,,,,,,
23-44-89-46,0714-001-002,EGGS,,,,,,,,,,,,,
23-44-89-46,0714-001-002,HONEY,,,,,,,,,,,,,
23-44-89-46,0714-001-002,SKIN/HIDES,,,,,,,,,,,,,
23-15-28-86,0715-001-001,EGGS,,,,,,,,,,,,,
23-15-28-86,0715-001-001,HONEY,,,,,,,,,,,,,
23-15-28-86,0715-001-001,SKIN/HIDES,,,,,,,,,,,,,
55-95-90-52,0715-004-001,EGGS,NO,,,,,,,,,,,,
55-95-90-52,0715-004-001,HONEY,NO,,,,,,,,,,,,
55-95-90-52,0715-004-001,SKIN/HIDES,NO,,,,,,,,,,,,
42-21-63-58,0717-001-001,EGGS,YES,2,18,PIECES,NO,,,,,,,,
42-21-63-58,0717-001-001,HONEY,NO,,,,,,,,,,,,
42-21-63-58,0717-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
83-10-26-19,0718-001-001,EGGS,YES,2,35,PIECES,NO,,,,,,,,
83-10-26-19,0718-001-001,HONEY,NO,,,,,,,,,,,,
83-10-26-19,0718-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
96-65-59-07,0718-003-001,EGGS,,,,,,,,,,,,,
96-65-59-07,0718-003-001,HONEY,,,,,,,,,,,,,
96-65-59-07,0718-003-001,SKIN/HIDES,,,,,,,,,,,,,
93-92-62-88,0718-010-001,EGGS,YES,4,12,PIECES,NO,,,,,,,,
93-92-62-88,0718-010-001,HONEY,NO,,,,,,,,,,,,
93-92-62-88,0718-010-001,SKIN/HIDES,NO,,,,,,,,,,,,
88-78-07-94,0719-001-001,EGGS,NO,,,,,,,,,,,,
88-78-07-94,0719-001-001,HONEY,NO,,,,,,,,,,,,
88-78-07-94,0719-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
02-98-67-18,0720-001-001,EGGS,YES,2,34,PIECES,NO,,,,,,,,
02-98-67-18,0720-001-001,HONEY,NO,,,,,,,,,,,,
02-98-67-18,0720-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
01-38-32-24,0720-001-011,EGGS,YES,3,60,PIECES,NO,,,,,,,,
01-38-32-24,0720-001-011,HONEY,NO,,,,,,,,,,,,
01-38-32-24,0720-001-011,SKIN/HIDES,NO,,,,,,,,,,,,
35-71-36-18,0720-010-001,EGGS,YES,4,12,PIECES,NO,,,,,,,,
35-71-36-18,0720-010-001,HONEY,NO,,,,,,,,,,,,
35-71-36-18,0720-010-001,SKIN/HIDES,NO,,,,,,,,,,,,
89-74-22-66,0720-010-006,EGGS,YES,4,18,PIECES,NO,,,,,,,,
89-74-22-66,0720-010-006,HONEY,NO,,,,,,,,,,,,
89-74-22-66,0720-010-006,SKIN/HIDES,NO,,,,,,,,,,,,
64-88-68-03,0720-015-001,EGGS,,,,,,,,,,,,,
64-88-68-03,0720-015-001,HONEY,,,,,,,,,,,,,
64-88-68-03,0720-015-001,SKIN/HIDES,,,,,,,,,,,,,
78-89-11-25,0720-015-003,EGGS,YES,2,16,PIECES,NO,,,,,,,,
78-89-11-25,0720-015-003,HONEY,NO,,,,,,,,,,,,
78-89-11-25,0720-015-003,SKIN/HIDES,NO,,,,,,,,,,,,
36-91-51-52,0720-015-004,EGGS,,,,,,,,,,,,,
36-91-51-52,0720-015-004,HONEY,,,,,,,,,,,,,
36-91-51-52,0720-015-004,SKIN/HIDES,,,,,,,,,,,,,
29-58-22-46,0721-002-001,EGGS,,,,,,,,,,,,,
29-58-22-46,0721-002-001,HONEY,,,,,,,,,,,,,
29-58-22-46,0721-002-001,SKIN/HIDES,,,,,,,,,,,,,
19-95-64-63,0722-001-001,EGGS,YES,3,69,PIECES,NO,,,,,,,,
19-95-64-63,0722-001-001,HONEY,NO,,,,,,,,,,,,
19-95-64-63,0722-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
00-12-69-11,0723-001-001,EGGS,YES,4,20,PIECES,NO,,,,,,,,
00-12-69-11,0723-001-001,HONEY,NO,,,,,,,,,,,,
00-12-69-11,0723-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
73-62-20-14,0724-001-001,EGGS,YES,1,20,PIECES,NO,,,,,,,,
73-62-20-14,0724-001-001,HONEY,NO,,,,,,,,,,,,
73-62-20-14,0724-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
47-46-81-24,0724-002-001,EGGS,,,,,,,,,,,,,
47-46-81-24,0724-002-001,HONEY,,,,,,,,,,,,,
47-46-81-24,0724-002-001,SKIN/HIDES,,,,,,,,,,,,,
23-09-64-22,0725-001-001,EGGS,,,,,,,,,,,,,
23-09-64-22,0725-001-001,HONEY,,,,,,,,,,,,,
23-09-64-22,0725-001-001,SKIN/HIDES,,,,,,,,,,,,,
47-68-48-21,0725-004-001,EGGS,,,,,,,,,,,,,
47-68-48-21,0725-004-001,HONEY,,,,,,,,,,,,,
47-68-48-21,0725-004-001,SKIN/HIDES,,,,,,,,,,,,,
83-43-91-36,0726-001-001,EGGS,,,,,,,,,,,,,
83-43-91-36,0726-001-001,HONEY,,,,,,,,,,,,,
83-43-91-36,0726-001-001,SKIN/HIDES,,,,,,,,,,,,,
52-19-00-24,0726-004-001,EGGS,NO,,,,,,,,,,,,
52-19-00-24,0726-004-001,HONEY,NO,,,,,,,,,,,,
52-19-00-24,0726-004-001,SKIN/HIDES,NO,,,,,,,,,,,,
72-19-77-76,0726-004-006,EGGS,,,,,,,,,,,,,
72-19-77-76,0726-004-006,HONEY,,,,,,,,,,,,,
72-19-77-76,0726-004-006,SKIN/HIDES,,,,,,,,,,,,,
71-44-85-61,0727-001-001,EGGS,YES,2,15,PIECES,NO,,,,,,,,
71-44-85-61,0727-001-001,HONEY,NO,,,,,,,,,,,,
71-44-85-61,0727-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
87-68-89-36,0729-001-002,EGGS,YES,3,45,PIECES,NO,,,,,,,,
87-68-89-36,0729-001-002,HONEY,NO,,,,,,,,,,,,
87-68-89-36,0729-001-002,SKIN/HIDES,NO,,,,,,,,,,,,
53-00-35-57,0729-003-001,EGGS,NO,,,,,,,,,,,,
53-00-35-57,0729-003-001,HONEY,NO,,,,,,,,,,,,
53-00-35-57,0729-003-001,SKIN/HIDES,NO,,,,,,,,,,,,
70-01-13-20,0729-004-001,EGGS,NO,,,,,,,,,,,,
70-01-13-20,0729-004-001,HONEY,NO,,,,,,,,,,,,
