interview__key,sdd_hhid,plotnum,plotname,plotid_nps4,ag3a_desc,ag3a_02_1,ag3a_02_2,ag3a_02_3,ag3a_03,ag3a_04,ag3a_07,ag3a_08a_1,ag3a_08a_2,ag3a_08b_1,ag3a_08b_2,ag3a_08b_3,ag3a_08c1,ag3a_08c2,ag3a_09a_1,ag3a_09a_2,ag3a_09b_1,ag3a_09b_2,ag3a_09b_3,ag3a_09c1,ag3a_09c2,ag3a_10,ag3a_11,ag3a_12,ag3a_13,ag3a_14,ag3a_15,ag3a_16_1,ag3a_16_2,ag3a_17,ag3a_18,ag3a_19,ag3a_20,ag3a_21,ag3a_22,ag3a_23,ag3a_24,ag3a_25,ag3a_26_1,ag3a_26_2,ag3a_27,ag3a_28a,ag3a_28b,ag3a_28c,ag3a_28d,ag3a_29_1,ag3a_29_2,ag3a_30,ag3a_31_1,ag3a_31_2,ag3a_31a,ag3a_32_1,ag3a_32_2,ag3a_33,ag3a_34_1,ag3a_34_2,ag3a_35,ag3a_36_1,ag3a_36_2,ag3a_37_1,ag3a_37_2,ag3a_38,ag3a_38a,ag3a_39,ag3a_40,ag3a_41,ag3a_42,ag3a_43,ag3a_44,ag3a_45,ag3a_46_1,ag3a_46_2,ag3a_47,ag3a_48,ag3a_49,ag3a_51,ag3a_52,ag3a_53_1,ag3a_53_2,ag3a_54,ag3a_55,ag3a_56,ag3a_58,ag3a_59_1,ag3a_59_2,ag3a_60,ag3a_62_1,ag3a_62_2,ag3a_63,ag3a_64,ag3a_65_1,ag3a_65_2,ag3a_65a,ag3a_65b_1,ag3a_65b_2,ag3a_65c,ag3a_65d,ag3a_65e_1,ag3a_65e_2,ag3a_66,ag3a_67_1,ag3a_67_2,ag3a_67_3,ag3a_67_4,ag3a_68,ag3a_69,ag3a_70_1,ag3a_70_2,ag3a_71_1,ag3a_71_2,ag3a_71a,ag3a_71b,ag3a_72a,ag3a_72b_1,ag3a_72b_2,ag3a_72b_3,ag3a_72b_4,ag3a_72b_5,ag3a_72b_6,ag3a_72b_7,ag3a_72b_8,ag3a_72b_9,ag3a_72b_10,ag3a_72e,ag3a_72f_1,ag3a_72f_2,ag3a_72f_3,ag3a_72f_4,ag3a_72f_5,ag3a_72f_6,ag3a_72f_7,ag3a_72f_8,ag3a_72f_9,ag3a_72f_10,ag3a_72i,ag3a_72j_1,ag3a_72j_2,ag3a_72j_3,ag3a_72j_4,ag3a_72j_5,ag3a_72j_6,ag3a_72j_7,ag3a_72j_8,ag3a_72j_9,ag3a_72j_10,ag3a_73,ag3a_74_1a,ag3a_74_1b,ag3a_74_1c,ag3a_74_1d,ag3a_74_2a,ag3a_74_2b,ag3a_74_2c,ag3a_74_2d,ag3a_74_3a,ag3a_74_3b,ag3a_74_3c,ag3a_74_3d,ag3a_76,ag3a_77,ag3a_78,ag3a_79,ag3a_80,ag3a_81,ag3a_82,ag3a_83,ag3a_84,ag3a_85
20-93-75-06,0749-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,0,1.5,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,GOOD,OWN EXPERIENCE,YES,RAIN,YES,WATER HARVEST BUNDS,,FLAT BOTTOM,NO,,,,NEVER,,2000000,PURCHASED,,,,GRANTED RIGHT OF OCCUPANCY,,,OFFICIAL CORRESPONDENCE,1,,YES,1,,YES,,,,,,,,,,,2007,NO,NO,,YES,300,NO,,,,,NO,,,,,,,,,,,,,NO,,,,,,,YES,100,MILLILITRE,3000,OWN EXPERIENCE,DUKANI/MCHUUZI,KARIBU NA MJI,NO,,,,,,,,,,,NO,NO,YES,1,3,,,,,,,,,YES,1,3,,,,,,,,,YES,1,3,5,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
39-72-67-30,0749-002-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,1,8,8,CULTIVATED,,2,YES,NO,1,,,,,YES,NO,1,,,,,SANDY,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,1000000,RENTED IN,,,,,,,NO DOCUMENTATION,,,,,,,,,100000,1,YEARS,NONE,RAFIKI,KARIBU NA KIJIJI,1,,,,NO,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,NO,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,,,,,,,,YES,0,14,0,150000,0,21,0,60000,4,4,0,64000,,,,,,NO,,YES,,FALLOW
39-72-67-30,0749-002-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,1,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DON'T KNOW,,18000000,"OTHER, SPECIFY",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,RAFIKI,KARIBU NA MJI,1,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,NO,,
40-49-15-42,0751-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,0,13,CULTIVATED,,34,YES,NO,1,,,,,YES,NO,1,,,,,SANDY,AVERAGE,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,50000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2013,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,YES,1,4,5,8,,,,,,,YES,1,4,5,8,,,,,,,YES,1,4,5,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
40-49-15-42,0751-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,0,0,15,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT TOP,NO,,,,2013,1,30000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2013,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,YES,1,4,,,,,,,,,YES,1,4,,,,,,,,,YES,1,4,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
29-63-19-27,0751-001-002,1,**CONFIDENTIAL**,,,0.2,0,0,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,1000000,"OTHER, SPECIFY",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,JIRANI,NDANI YA KIJIJI/MJI,1,2,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,NO,GIVEN AWAY,
17-99-56-15,0751-001-009,1,**CONFIDENTIAL**,,,0,0,1,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,1500000,"OTHER, SPECIFY",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,"NYINGINE, TAJA",KARIBU NA KIJIJI,1,2,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,NO,GIVEN AWAY,
25-72-15-56,0752-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,4,0,6,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT TOP,NO,,,,NEVER,,500000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,,NO,,,,,,,,,,,1974,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,3,20,28,,,,,,,,YES,3,4,6,20,28,,,,,,YES,3,4,6,20,28,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
25-72-15-56,0752-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,3,0,6,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT TOP,NO,,,,NEVER,,400000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,1974,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,3,4,6,20,,,,,,,YES,3,4,6,20,,,,,,,YES,3,4,6,20,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
89-85-01-84,0752-004-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,1,1,4,CULTIVATED,,2,YES,NO,1,,,,,YES,NO,1,,,,,CLAY,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,6000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,2012,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,YES,1,2,6,7,8,,,,,,YES,1,2,3,6,7,,,,,,YES,2,3,6,7,,,,,,,YES,0,34,0,179500,7,24,0,105000,7,20,0,122500,,,,,,NO,,YES,,FALLOW
89-85-01-84,0752-004-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,2,2,4,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,YES,DRAINAGE DITCHES,,FLAT BOTTOM,NO,,,,NEVER,,4000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,YES,,,,,,,,,,,1990,NO,YES,,YES,2000,NO,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,YES,1,2,3,6,7,,,,,,YES,1,2,3,6,7,,,,,,YES,1,2,3,6,7,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
89-85-01-84,0752-004-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,4,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,4000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,NO,,,,,,,,,,,,,,1999,NO,YES,,YES,2000,NO,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,YES,1,3,6,17,18,,,,,,YES,1,6,7,17,18,,,,,,YES,6,17,18,19,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
84-75-07-82,0752-004-004,1,**CONFIDENTIAL**,,,240,1,240,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DON'T KNOW,,900000,PURCHASED,,,,NO CERTIFICATE,YES,YES,OFFICIAL CORRESPONDENCE,1,2,YES,,,YES,,,,,,,,,,,2017,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
78-50-22-98,0752-004-005,1,**CONFIDENTIAL**,,,0,2,4,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,3000000,USED FREE OF CHARGE,,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,NDUGU YOYOTE (NDANI AU NJE YA KAYA),NDANI YA KIJIJI/MJI,1,2,,,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,4,5,6,7,8,,,,YES,1,2,4,5,6,7,,,,,NO,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
78-50-22-98,0752-004-005,2,**CONFIDENTIAL**,,,1,1,1,CULTIVATED,,4,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,3600000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,1995,NO,NO,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,4,6,7,8,,,,,YES,1,2,4,5,6,7,8,9,,,YES,1,2,4,5,6,7,8,9,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
91-74-73-51,0752-021-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,0.5,4,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,2000000,INHERITANCE,,,,NO CERTIFICATE,NO,,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2000,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,3,5,,,,,,,YES,1,2,3,5,6,,,,,,YES,2,3,5,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
91-74-73-51,0752-021-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,4,3,7,CULTIVATED,,10,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,800000,INHERITANCE,,,,NO CERTIFICATE,NO,,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2000,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,3,5,,,,,,,YES,1,2,3,5,,,,,,,YES,1,2,3,5,6,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
83-03-55-57,0753-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,1,6,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,300000,GIFT,,,,CERTIFICATE OF CUSTOMARY RIGHTS  OF OCCUPANCY,,,NO DOCUMENTATION,1,2,YES,1,,NO,,,,,,,,,,,2008,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
79-31-15-72,0754-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,5,1,12,RENTED OUT,50000,,,,,,,,,,,,,,,,CLAY,GOOD,OWN EXPERIENCE,YES,RAIN,NO,,,FLAT BOTTOM,NO,,,,NEVER,,5000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,NO,,,,,,,,,,,,,,1995,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,RENTED
33-76-14-08,0755-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,5,0,7,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,GOOD,OWN EXPERIENCE,YES,RAIN,NO,,,FLAT BOTTOM,NO,,,,NEVER,,7000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,NO,,,,,,,,,,,,,,1998,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,YES,NO,YES,1,2,3,,,,,,,,NO,,,,,,,,,,,YES,1,2,3,4,,,,,,,YES,0,0,0,0,0,20,0,60000,0,0,0,0,,,,,,NO,,YES,,FALLOW
33-76-14-08,0755-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,6,0,8,RENTED OUT,60000,,,,,,,,,,,,,,,,LOAM,GOOD,OWN EXPERIENCE,YES,RAIN,NO,,,FLAT BOTTOM,NO,,,,NEVER,,8000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,NO,,,,,,,,,,,,,,1998,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,RENTED
33-76-14-08,0755-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,10,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,1500000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,NO,,,,,,,,,,,,,,1998,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
68-57-50-23,0756-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,2,0.1,6,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OTHER (SPECIFY),NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,8000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,,NO,,,,,,,,,,,1990,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,YES,3,LITRE,60000,OWN EXPERIENCE,DUKANI/MCHUUZI,MKOA MWINGINE,NO,,,,,,,,,,,YES,NO,YES,1,8,,,,,,,,,YES,1,8,,,,,,,,,YES,1,2,8,,,,,,,,YES,0,3,0,80000,0,4,0,120000,0,1,0,60000,,,,,,NO,,YES,,FALLOW
68-57-50-23,0756-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0.1,5,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,40000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,,YES,,,,,,,,,,,1990,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
29-44-66-61,0756-001-003,1,**CONFIDENTIAL**,,,0,0.2,4,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,0,USED FREE OF CHARGE,,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,NDUGU YOYOTE (NDANI AU NJE YA KAYA),NDANI YA KIJIJI/MJI,1,2,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
77-60-75-93,0757-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,3,1,8,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OTHER (SPECIFY),NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,2000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,2016,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,YES,NO,YES,1,2,,,,,,,,,YES,1,,,,,,,,,,NO,,,,,,,,,,,YES,0,0,0,0,0,4,0,120000,0,0,0,0,,,,,,NO,,YES,,FALLOW
77-60-75-93,0757-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0.1,6,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,600000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,,NO,,,,,,,,,,,2008,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
29-14-45-66,0758-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,1,1,30,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,CLAY,AVERAGE,OWN EXPERIENCE,YES,RAIN,YES,EROSION CONTROL BUNDS,,FLAT BOTTOM,NO,,,,NEVER,,1500000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,NO,,,,,,,,,,,,,,2009,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,YES,1,2,7,,,,,,,,YES,2,3,,,,,,,,,YES,2,3,4,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
29-14-45-66,0758-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,2,2,31,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,CLAY,AVERAGE,OWN EXPERIENCE,YES,RAIN,YES,WATER HARVEST BUNDS,,SLIGHTLY SLOPED,NO,,,,NEVER,,1300000,PURCHASED,,,,CERTIFICATE OF CUSTOMARY RIGHTS  OF OCCUPANCY,,,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,2009,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,YES,NO,YES,2,3,,,,,,,,,YES,2,3,,,,,,,,,YES,2,3,4,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
29-14-45-66,0758-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,29,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,1000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,NO,,,,,,,,,,,,,,1999,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
42-51-30-36,0759-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,1,14,19,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,YES,EROSION CONTROL BUNDS,,FLAT BOTTOM,NO,,,,NEVER,,5000000,PURCHASED,,,,CERTIFICATE OF CUSTOMARY RIGHTS  OF OCCUPANCY,,,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,2006,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,YES,5,LITRE,25000,ADVICE BY AGRICULTURAL OFFICER,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,1,,,,,,,,,,YES,0,0,0,0,0,4,0,120000,3,0,0,108000,,,,,,NO,,YES,,OTHER (SPECIFY)
42-51-30-36,0759-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,13,17,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,3000000,INHERITANCE,,,,CERTIFICATE OF CUSTOMARY RIGHTS  OF OCCUPANCY,,,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,2004,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
95-00-47-94,0761-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,6,7,7,CULTIVATED,,10,YES,NO,1,,,,,YES,NO,1,,,,,SANDY,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,50000000,BORROWING FROM FAMILY MEMBER,,,,,,,NO DOCUMENTATION,,,,,,,,,HAKUNA MALIPO YOYOTE,,,NONE,NDUGU YOYOTE (NDANI AU NJE YA KAYA),KARIBU NA KIJIJI,1,,,,NO,,YES,150,NO,,,,,NO,,,,,,,,,,,,,YES,60,LITRE,6500,OWN EXPERIENCE,SOKO,KARIBU NA KIJIJI,YES,60,LITRE,6500,OWN EXPERIENCE,SOKO,KARIBU NA KIJIJI,NO,,,,,,,,,,,NO,NO,YES,1,,,,,,,,,,YES,1,,,,,,,,,,YES,1,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
95-00-47-94,0761-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,13,14,14,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30000000,BORROWING FROM FAMILY MEMBER,,,,,,,NO DOCUMENTATION,,,,,,,,,HAKUNA MALIPO YOYOTE,,,NONE,NDUGU YOYOTE (NDANI AU NJE YA KAYA),KARIBU NA KIJIJI,1,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,10,,,
95-00-47-94,0761-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,0.25,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,15000000,GIFT,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,YES,,,,,,,,,,,2007,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
