interview__key,sdd_hhid,itemcode,hh_k01,hh_k02
04-07-97-71,0768-001-011,CIGARETTES OR TOBACCO,NO,
04-07-97-71,0768-001-011,MATCHES,YES,100
04-07-97-71,0768-001-011,PUBLIC TRANSPORT,NO,
04-07-97-71,0768-001-011,KEROSENE,NO,
04-07-97-71,0768-001-011,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
04-07-97-71,0768-001-011,GAS (FOR LIGHTING/COOKING),NO,
04-07-97-71,0768-001-011,WATER,NO,
04-07-97-71,0768-001-011,PETROL OR DIESEL,NO,
04-07-97-71,0768-001-011,CELL PHONE VOUCHER,NO,
04-07-97-71,0768-001-011,CHARCOAL,NO,
04-07-97-71,0768-001-011,"MILLING FEES, GRAIN",NO,
04-07-97-71,0768-001-011,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,2500
04-07-97-71,0768-001-011,CLOTHES SOAP (POWDER),YES,2400
04-07-97-71,0768-001-011,"TOOTHPASTE, TOOTHBRUSH",YES,100
04-07-97-71,0768-001-011,TOILET PAPER,NO,
04-07-97-71,0768-001-011,"GLYCERINE, VASELINE, SKIN CREAMS",NO,
04-07-97-71,0768-001-011,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
04-07-97-71,0768-001-011,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
04-07-97-71,0768-001-011,LIGHT BULBS,NO,
04-07-97-71,0768-001-011,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
04-07-97-71,0768-001-011,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
04-07-97-71,0768-001-011,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
04-07-97-71,0768-001-011,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
04-07-97-71,0768-001-011,WAGES PAID TO SERVANTS,NO,
04-07-97-71,0768-001-011,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
04-07-97-71,0768-001-011,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
84-08-67-79,0769-001-001,CIGARETTES OR TOBACCO,NO,
84-08-67-79,0769-001-001,MATCHES,NO,
84-08-67-79,0769-001-001,PUBLIC TRANSPORT,NO,
84-08-67-79,0769-001-001,KEROSENE,YES,12000
84-08-67-79,0769-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
84-08-67-79,0769-001-001,GAS (FOR LIGHTING/COOKING),NO,
84-08-67-79,0769-001-001,WATER,NO,
84-08-67-79,0769-001-001,PETROL OR DIESEL,NO,
84-08-67-79,0769-001-001,CELL PHONE VOUCHER,YES,6000
84-08-67-79,0769-001-001,CHARCOAL,NO,
84-08-67-79,0769-001-001,"MILLING FEES, GRAIN",NO,
84-08-67-79,0769-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,5000
84-08-67-79,0769-001-001,CLOTHES SOAP (POWDER),YES,7500
84-08-67-79,0769-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,1500
84-08-67-79,0769-001-001,TOILET PAPER,NO,
84-08-67-79,0769-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,5000
84-08-67-79,0769-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,8000
84-08-67-79,0769-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
84-08-67-79,0769-001-001,LIGHT BULBS,NO,
84-08-67-79,0769-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
84-08-67-79,0769-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
84-08-67-79,0769-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
84-08-67-79,0769-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
84-08-67-79,0769-001-001,WAGES PAID TO SERVANTS,NO,
84-08-67-79,0769-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
84-08-67-79,0769-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
08-56-02-68,0770-001-001,CIGARETTES OR TOBACCO,NO,
08-56-02-68,0770-001-001,MATCHES,YES,200
08-56-02-68,0770-001-001,PUBLIC TRANSPORT,YES,10000
08-56-02-68,0770-001-001,KEROSENE,YES,800
08-56-02-68,0770-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,20000
08-56-02-68,0770-001-001,GAS (FOR LIGHTING/COOKING),NO,
08-56-02-68,0770-001-001,WATER,NO,
08-56-02-68,0770-001-001,PETROL OR DIESEL,NO,
08-56-02-68,0770-001-001,CELL PHONE VOUCHER,YES,15000
08-56-02-68,0770-001-001,CHARCOAL,YES,35000
08-56-02-68,0770-001-001,"MILLING FEES, GRAIN",NO,
08-56-02-68,0770-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,4000
08-56-02-68,0770-001-001,CLOTHES SOAP (POWDER),YES,3500
08-56-02-68,0770-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,3000
08-56-02-68,0770-001-001,TOILET PAPER,NO,
08-56-02-68,0770-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,2500
08-56-02-68,0770-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
08-56-02-68,0770-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
08-56-02-68,0770-001-001,LIGHT BULBS,NO,
08-56-02-68,0770-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
08-56-02-68,0770-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
08-56-02-68,0770-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
08-56-02-68,0770-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
08-56-02-68,0770-001-001,WAGES PAID TO SERVANTS,NO,
08-56-02-68,0770-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
08-56-02-68,0770-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
46-36-03-77,0771-001-001,CIGARETTES OR TOBACCO,NO,
46-36-03-77,0771-001-001,MATCHES,YES,100
46-36-03-77,0771-001-001,PUBLIC TRANSPORT,NO,
46-36-03-77,0771-001-001,KEROSENE,NO,
46-36-03-77,0771-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,30000
46-36-03-77,0771-001-001,GAS (FOR LIGHTING/COOKING),NO,
46-36-03-77,0771-001-001,WATER,NO,
46-36-03-77,0771-001-001,PETROL OR DIESEL,NO,
46-36-03-77,0771-001-001,CELL PHONE VOUCHER,YES,10000
46-36-03-77,0771-001-001,CHARCOAL,NO,
46-36-03-77,0771-001-001,"MILLING FEES, GRAIN",NO,
46-36-03-77,0771-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,3500
46-36-03-77,0771-001-001,CLOTHES SOAP (POWDER),YES,3000
46-36-03-77,0771-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,3000
46-36-03-77,0771-001-001,TOILET PAPER,NO,
46-36-03-77,0771-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",NO,
46-36-03-77,0771-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
46-36-03-77,0771-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
46-36-03-77,0771-001-001,LIGHT BULBS,NO,
46-36-03-77,0771-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
46-36-03-77,0771-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
46-36-03-77,0771-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
46-36-03-77,0771-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
46-36-03-77,0771-001-001,WAGES PAID TO SERVANTS,NO,
46-36-03-77,0771-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
46-36-03-77,0771-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
58-54-51-82,0772-001-002,CIGARETTES OR TOBACCO,NO,
58-54-51-82,0772-001-002,MATCHES,NO,
58-54-51-82,0772-001-002,PUBLIC TRANSPORT,NO,
58-54-51-82,0772-001-002,KEROSENE,YES,500
58-54-51-82,0772-001-002,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
58-54-51-82,0772-001-002,GAS (FOR LIGHTING/COOKING),NO,
58-54-51-82,0772-001-002,WATER,NO,
58-54-51-82,0772-001-002,PETROL OR DIESEL,NO,
58-54-51-82,0772-001-002,CELL PHONE VOUCHER,YES,5000
58-54-51-82,0772-001-002,CHARCOAL,NO,
58-54-51-82,0772-001-002,"MILLING FEES, GRAIN",NO,
58-54-51-82,0772-001-002,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,2800
58-54-51-82,0772-001-002,CLOTHES SOAP (POWDER),NO,
58-54-51-82,0772-001-002,"TOOTHPASTE, TOOTHBRUSH",NO,
58-54-51-82,0772-001-002,TOILET PAPER,NO,
58-54-51-82,0772-001-002,"GLYCERINE, VASELINE, SKIN CREAMS",NO,
58-54-51-82,0772-001-002,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
58-54-51-82,0772-001-002,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
58-54-51-82,0772-001-002,LIGHT BULBS,NO,
58-54-51-82,0772-001-002,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
58-54-51-82,0772-001-002,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
58-54-51-82,0772-001-002,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
58-54-51-82,0772-001-002,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
58-54-51-82,0772-001-002,WAGES PAID TO SERVANTS,NO,
58-54-51-82,0772-001-002,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
58-54-51-82,0772-001-002,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
27-60-85-20,0772-002-001,CIGARETTES OR TOBACCO,NO,
27-60-85-20,0772-002-001,MATCHES,NO,
27-60-85-20,0772-002-001,PUBLIC TRANSPORT,NO,
27-60-85-20,0772-002-001,KEROSENE,YES,3500
27-60-85-20,0772-002-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,20000
27-60-85-20,0772-002-001,GAS (FOR LIGHTING/COOKING),NO,
27-60-85-20,0772-002-001,WATER,NO,
27-60-85-20,0772-002-001,PETROL OR DIESEL,NO,
27-60-85-20,0772-002-001,CELL PHONE VOUCHER,NO,
27-60-85-20,0772-002-001,CHARCOAL,NO,
27-60-85-20,0772-002-001,"MILLING FEES, GRAIN",NO,
27-60-85-20,0772-002-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,3000
27-60-85-20,0772-002-001,CLOTHES SOAP (POWDER),YES,1500
27-60-85-20,0772-002-001,"TOOTHPASTE, TOOTHBRUSH",YES,1000
27-60-85-20,0772-002-001,TOILET PAPER,NO,
27-60-85-20,0772-002-001,"GLYCERINE, VASELINE, SKIN CREAMS",NO,
27-60-85-20,0772-002-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
27-60-85-20,0772-002-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
27-60-85-20,0772-002-001,LIGHT BULBS,NO,
27-60-85-20,0772-002-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
27-60-85-20,0772-002-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
27-60-85-20,0772-002-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
27-60-85-20,0772-002-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
27-60-85-20,0772-002-001,WAGES PAID TO SERVANTS,NO,
27-60-85-20,0772-002-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
27-60-85-20,0772-002-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
95-42-77-09,0772-002-003,CIGARETTES OR TOBACCO,NO,
95-42-77-09,0772-002-003,MATCHES,YES,200
95-42-77-09,0772-002-003,PUBLIC TRANSPORT,YES,20000
95-42-77-09,0772-002-003,KEROSENE,YES,500
95-42-77-09,0772-002-003,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
95-42-77-09,0772-002-003,GAS (FOR LIGHTING/COOKING),NO,
95-42-77-09,0772-002-003,WATER,NO,
95-42-77-09,0772-002-003,PETROL OR DIESEL,NO,
95-42-77-09,0772-002-003,CELL PHONE VOUCHER,NO,
95-42-77-09,0772-002-003,CHARCOAL,NO,
95-42-77-09,0772-002-003,"MILLING FEES, GRAIN",NO,
95-42-77-09,0772-002-003,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,4000
95-42-77-09,0772-002-003,CLOTHES SOAP (POWDER),YES,3500
95-42-77-09,0772-002-003,"TOOTHPASTE, TOOTHBRUSH",YES,2000
95-42-77-09,0772-002-003,TOILET PAPER,NO,
95-42-77-09,0772-002-003,"GLYCERINE, VASELINE, SKIN CREAMS",YES,4000
95-42-77-09,0772-002-003,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
95-42-77-09,0772-002-003,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
95-42-77-09,0772-002-003,LIGHT BULBS,NO,
95-42-77-09,0772-002-003,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
95-42-77-09,0772-002-003,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
95-42-77-09,0772-002-003,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
95-42-77-09,0772-002-003,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
95-42-77-09,0772-002-003,WAGES PAID TO SERVANTS,NO,
95-42-77-09,0772-002-003,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
95-42-77-09,0772-002-003,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
13-55-87-80,0772-002-004,CIGARETTES OR TOBACCO,NO,
13-55-87-80,0772-002-004,MATCHES,YES,100
13-55-87-80,0772-002-004,PUBLIC TRANSPORT,YES,1000
13-55-87-80,0772-002-004,KEROSENE,NO,
13-55-87-80,0772-002-004,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
13-55-87-80,0772-002-004,GAS (FOR LIGHTING/COOKING),NO,
13-55-87-80,0772-002-004,WATER,NO,
13-55-87-80,0772-002-004,PETROL OR DIESEL,NO,
13-55-87-80,0772-002-004,CELL PHONE VOUCHER,YES,3000
13-55-87-80,0772-002-004,CHARCOAL,YES,15000
13-55-87-80,0772-002-004,"MILLING FEES, GRAIN",NO,
13-55-87-80,0772-002-004,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,7000
13-55-87-80,0772-002-004,CLOTHES SOAP (POWDER),YES,18000
13-55-87-80,0772-002-004,"TOOTHPASTE, TOOTHBRUSH",YES,1500
13-55-87-80,0772-002-004,TOILET PAPER,NO,
13-55-87-80,0772-002-004,"GLYCERINE, VASELINE, SKIN CREAMS",NO,
13-55-87-80,0772-002-004,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,1200
13-55-87-80,0772-002-004,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
13-55-87-80,0772-002-004,LIGHT BULBS,NO,
13-55-87-80,0772-002-004,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
13-55-87-80,0772-002-004,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
13-55-87-80,0772-002-004,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
13-55-87-80,0772-002-004,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
13-55-87-80,0772-002-004,WAGES PAID TO SERVANTS,NO,
13-55-87-80,0772-002-004,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
13-55-87-80,0772-002-004,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
63-77-64-08,0773-001-001,CIGARETTES OR TOBACCO,NO,
63-77-64-08,0773-001-001,MATCHES,YES,700
63-77-64-08,0773-001-001,PUBLIC TRANSPORT,NO,
63-77-64-08,0773-001-001,KEROSENE,YES,2000
63-77-64-08,0773-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
63-77-64-08,0773-001-001,GAS (FOR LIGHTING/COOKING),NO,
63-77-64-08,0773-001-001,WATER,NO,
63-77-64-08,0773-001-001,PETROL OR DIESEL,NO,
63-77-64-08,0773-001-001,CELL PHONE VOUCHER,YES,2000
63-77-64-08,0773-001-001,CHARCOAL,NO,
63-77-64-08,0773-001-001,"MILLING FEES, GRAIN",NO,
63-77-64-08,0773-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,7500
63-77-64-08,0773-001-001,CLOTHES SOAP (POWDER),YES,6000
63-77-64-08,0773-001-001,"TOOTHPASTE, TOOTHBRUSH",NO,
63-77-64-08,0773-001-001,TOILET PAPER,NO,
63-77-64-08,0773-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",NO,
63-77-64-08,0773-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
63-77-64-08,0773-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
63-77-64-08,0773-001-001,LIGHT BULBS,NO,
63-77-64-08,0773-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
63-77-64-08,0773-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
63-77-64-08,0773-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
63-77-64-08,0773-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
63-77-64-08,0773-001-001,WAGES PAID TO SERVANTS,NO,
63-77-64-08,0773-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
63-77-64-08,0773-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
16-44-54-61,0773-001-003,CIGARETTES OR TOBACCO,NO,
16-44-54-61,0773-001-003,MATCHES,NO,
16-44-54-61,0773-001-003,PUBLIC TRANSPORT,YES,4000
16-44-54-61,0773-001-003,KEROSENE,NO,
16-44-54-61,0773-001-003,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,10000
16-44-54-61,0773-001-003,GAS (FOR LIGHTING/COOKING),NO,
16-44-54-61,0773-001-003,WATER,NO,
16-44-54-61,0773-001-003,PETROL OR DIESEL,NO,
16-44-54-61,0773-001-003,CELL PHONE VOUCHER,YES,5000
16-44-54-61,0773-001-003,CHARCOAL,NO,
16-44-54-61,0773-001-003,"MILLING FEES, GRAIN",NO,
16-44-54-61,0773-001-003,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,5500
16-44-54-61,0773-001-003,CLOTHES SOAP (POWDER),YES,1200
16-44-54-61,0773-001-003,"TOOTHPASTE, TOOTHBRUSH",YES,1000
16-44-54-61,0773-001-003,TOILET PAPER,NO,
16-44-54-61,0773-001-003,"GLYCERINE, VASELINE, SKIN CREAMS",NO,
16-44-54-61,0773-001-003,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
16-44-54-61,0773-001-003,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
16-44-54-61,0773-001-003,LIGHT BULBS,NO,
16-44-54-61,0773-001-003,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
16-44-54-61,0773-001-003,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
16-44-54-61,0773-001-003,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
16-44-54-61,0773-001-003,"BICYCLE SERVICE, REPAIR, OR PARTS",YES,5000
16-44-54-61,0773-001-003,WAGES PAID TO SERVANTS,NO,
16-44-54-61,0773-001-003,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
16-44-54-61,0773-001-003,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
36-12-98-96,0775-001-001,CIGARETTES OR TOBACCO,NO,
36-12-98-96,0775-001-001,MATCHES,YES,300
36-12-98-96,0775-001-001,PUBLIC TRANSPORT,YES,3000
36-12-98-96,0775-001-001,KEROSENE,NO,
36-12-98-96,0775-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,30000
36-12-98-96,0775-001-001,GAS (FOR LIGHTING/COOKING),NO,
36-12-98-96,0775-001-001,WATER,YES,5000
36-12-98-96,0775-001-001,PETROL OR DIESEL,NO,
36-12-98-96,0775-001-001,CELL PHONE VOUCHER,YES,15000
36-12-98-96,0775-001-001,CHARCOAL,YES,15000
36-12-98-96,0775-001-001,"MILLING FEES, GRAIN",NO,
36-12-98-96,0775-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,1000
36-12-98-96,0775-001-001,CLOTHES SOAP (POWDER),NO,
36-12-98-96,0775-001-001,"TOOTHPASTE, TOOTHBRUSH",NO,
36-12-98-96,0775-001-001,TOILET PAPER,NO,
36-12-98-96,0775-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,2000
36-12-98-96,0775-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
36-12-98-96,0775-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
36-12-98-96,0775-001-001,LIGHT BULBS,NO,
36-12-98-96,0775-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
36-12-98-96,0775-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
36-12-98-96,0775-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
36-12-98-96,0775-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
36-12-98-96,0775-001-001,WAGES PAID TO SERVANTS,NO,
36-12-98-96,0775-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
36-12-98-96,0775-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
39-76-12-55,0776-001-001,CIGARETTES OR TOBACCO,NO,
39-76-12-55,0776-001-001,MATCHES,YES,100
39-76-12-55,0776-001-001,PUBLIC TRANSPORT,YES,3000
39-76-12-55,0776-001-001,KEROSENE,NO,
39-76-12-55,0776-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,20000
39-76-12-55,0776-001-001,GAS (FOR LIGHTING/COOKING),NO,
39-76-12-55,0776-001-001,WATER,YES,5000
39-76-12-55,0776-001-001,PETROL OR DIESEL,NO,
39-76-12-55,0776-001-001,CELL PHONE VOUCHER,YES,5000
39-76-12-55,0776-001-001,CHARCOAL,NO,
39-76-12-55,0776-001-001,"MILLING FEES, GRAIN",NO,
39-76-12-55,0776-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,6000
39-76-12-55,0776-001-001,CLOTHES SOAP (POWDER),YES,2400
39-76-12-55,0776-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,1000
39-76-12-55,0776-001-001,TOILET PAPER,NO,
39-76-12-55,0776-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,1500
39-76-12-55,0776-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
39-76-12-55,0776-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
39-76-12-55,0776-001-001,LIGHT BULBS,NO,
39-76-12-55,0776-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
39-76-12-55,0776-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
39-76-12-55,0776-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
39-76-12-55,0776-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
39-76-12-55,0776-001-001,WAGES PAID TO SERVANTS,NO,
39-76-12-55,0776-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
39-76-12-55,0776-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
76-21-45-43,0776-001-005,CIGARETTES OR TOBACCO,NO,
76-21-45-43,0776-001-005,MATCHES,NO,
76-21-45-43,0776-001-005,PUBLIC TRANSPORT,NO,
76-21-45-43,0776-001-005,KEROSENE,YES,3000
76-21-45-43,0776-001-005,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
76-21-45-43,0776-001-005,GAS (FOR LIGHTING/COOKING),NO,
76-21-45-43,0776-001-005,WATER,NO,
76-21-45-43,0776-001-005,PETROL OR DIESEL,NO,
76-21-45-43,0776-001-005,CELL PHONE VOUCHER,YES,2000
76-21-45-43,0776-001-005,CHARCOAL,NO,
76-21-45-43,0776-001-005,"MILLING FEES, GRAIN",NO,
76-21-45-43,0776-001-005,BAR SOAP (BODY SOAP OR CLOTHES SOAP),NO,
76-21-45-43,0776-001-005,CLOTHES SOAP (POWDER),NO,
76-21-45-43,0776-001-005,"TOOTHPASTE, TOOTHBRUSH",NO,
76-21-45-43,0776-001-005,TOILET PAPER,NO,
76-21-45-43,0776-001-005,"GLYCERINE, VASELINE, SKIN CREAMS",NO,
76-21-45-43,0776-001-005,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,1200
76-21-45-43,0776-001-005,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
76-21-45-43,0776-001-005,LIGHT BULBS,NO,
