interview__key,sdd_hhid,hh_i01,hh_i02,hh_i03,hh_i04,hh_i05,hh_i06,hh_i07_1,hh_i07_2,hh_i08,hh_i09,hh_i10,hh_i11,hh_i12,hh_i12a,hh_i12b,hh_i12c,hh_i12d_1,hh_i12d_2,hh_i12d_3,hh_i13,hh_i14,hh_i15,hh_i16,hh_i16_1,hh_i17,hh_i18,hh_i19,hh_i20,hh_i21,hh_i22,hh_i23,hh_i24_1,hh_i24_2,hh_i25,hh_i26,hh_i27,hh_i28,hh_i29,hh_i30,hh_i31,hh_i32,hh_i33,hh_i34_1,hh_i34_2,hh_i35,hh_i36
61-41-06-82,0684-005-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,10000,0,0,3,2,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,3,15,2,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,YES,,,,,,,,,,
62-07-47-27,0684-005-002,RENTED,,25000,,0,0,1,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,9,NO CHILDREN,GAS,,ELECTRICITY,TANESCO,BOTTLED WATER,IN OWN DWELLING,,,,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",3000,YES,,,,,,,,,,
11-48-68-26,0685-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,5000,0,0,2,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,BURIED IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,12,2,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
70-12-37-49,0686-001-001,RENTED,,250000,,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),OTHER (SPECIFY),COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,PIPED SEWER SYSTEM,,,YES,NO,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN DWELLING,,,,BOIL,,PIPED WATER,800,YES,,,,,,,,,,
92-90-26-11,0687-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,100000,0,0,4,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,1500,NO,AVAILABILITY,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,6000
60-98-45-79,0687-001-004,RENTED,,40000,,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),EARTH,BURNT IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,DON'T KNOW,,NO,YES,NO,YES,6,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,1250,YES,,,,,,,,,,
98-48-13-81,0687-006-001,RENTED,,75000,,0,0,2,0,MUD BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,3,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,LAMP OIL,,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,1400,YES,,,,,,,,,,
04-78-48-50,0687-006-002,RENTED,,15000,,0,0,1,1,MUD BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,2,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,PIPED WATER,IN NEIGHBOR'S COMPOUND,2,5,1,BOIL,,PIPED WATER,700,YES,,,,,,,,,,
56-57-53-73,0688-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,0,0,4,2,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,THROWN INTO GARBAGE,FIREWOOD,STONE/OPEN FIRE STOVE,ELECTRICITY,TANESCO,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,45,5,BOIL,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
23-06-93-51,0689-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,30000,0,0,5,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,5,22,2,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
75-21-34-64,0689-001-008,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,30000,0,0,4,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,BURIED IN COMPOUND,PIT LATRINE WITH SLAB (WASHABLE),IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,1,35,5,USE A WATER FILTER,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
95-06-93-41,0690-001-001,FREE,,,20000,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED ELSEWHERE,FLUSH TOILET,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,YES,4,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,500,YES,,,,,,,,,,
72-15-33-17,0692-002-001,RENTED,,50000,,0,0,2,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,DON'T KNOW,,NO,YES,NO,YES,6,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,2500,YES,,,,,,,,,,
27-84-62-21,0694-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,100000,0,0,7,3,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,POUR FLUSH,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,ELECTRICITY,TANESCO,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,BOIL,RAINWATER COLLECTION,2500,NO,AVAILABILITY,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,7,25,5,USE A WATER FILTER,,PIPED WATER,5000
91-33-85-80,0695-001-001,OWNER OCCUPIED,LAND SALE AGREEMENT,,5000,0,0,5,0,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,CONVENIENCE,UNPROTECTED DUGWELL,IN NEIGHBOR'S COMPOUND,3,6,2,BOIL,,UNPROTECTED DUGWELL,0
53-85-16-71,0695-004-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,15000,0,0,4,3,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,LET IT STAND AND SETTLE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,TUBEWELL/BOREHOLE,IN NEIGHBOR'S COMPOUND,6,25,5,NONE,,TUBEWELL/BOREHOLE,1500
64-88-46-60,0695-004-003,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,60000,0,80000,3,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,NO TOILET,,,,,,,,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,,RAINWATER COLLECTION,0,NO,AVAILABILITY,TUBEWELL/BOREHOLE,IN NEIGHBOR'S COMPOUND,2,10,1,BOIL,,TUBEWELL/BOREHOLE,2000
78-20-87-66,0696-001-001,OWNER OCCUPIED,LAND SALE AGREEMENT,,50000,0,0,6,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURNT IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,,RAINWATER COLLECTION,0,NO,CONVENIENCE,CART WITH SMALL TANK/DRUM,ELSWHERE,1,90,30,BOIL,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",1000
60-53-18-73,0696-002-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,5000,0,0,2,0,MUD ONLY,METAL SHEETS (GCI),EARTH,HEAPED ELSEWHERE,NO TOILET,,,,,,,,,BURIED,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,30,5,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
96-88-18-26,0696-004-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,10000,0,0,1,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,BURIED IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,RAINWATER COLLECTION,IN NEIGHBOR'S COMPOUND,2,10,2,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,NO,AVAILABILITY,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,30,2,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
54-36-89-43,0697-001-001,OWNER OCCUPIED,TITLE DEED FOR LAND,,250000,0,0,4,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURNT IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"YES, EMPTIED: MORE THAN 5 YEARS AGO",REMOVED BY SERVICE PROVIDER: TO DON'T KNOW WHERE,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,OTHER SELF-BUILT STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN DWELLING,,,,NONE,,PIPED WATER,5000,YES,,,,,,,,,,
71-47-26-16,0698-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,60000,0,0,4,2,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURNT ELSEWHERE,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,30,3,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
84-43-61-13,0698-003-002,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,50000,300000,0,4,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURNT IN COMPOUND,VIP,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,SOLAR,TANESCO,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,30,1,BOIL,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,YES,,,,,,,,,,
04-80-76-28,0698-009-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,30000,0,0,3,1,MUD BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,THROWN INTO GARBAGE,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,PIPED WATER,IN NEIGHBOR'S COMPOUND,3,10,3,NONE,,PIPED WATER,0,YES,,,,,,,,,,
17-83-92-95,0699-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,200000,2500000,0,3,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,DON'T KNOW,,NO,YES,NO,YES,1,NO CHILDREN,GAS,,SOLAR,SOLAR PANELS,PIPED WATER,IN NEIGHBOR'S COMPOUND,1,5,1,BOIL,,PIPED WATER,500,YES,,,,,,,,,,
10-70-45-48,0700-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,120000,0,0,6,2,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,1000,YES,,,,,,,,,,
42-34-18-97,0701-003-001,OWNER OCCUPIED,LAND SALE AGREEMENT,,250000,0,50000,5,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,GAS,,ELECTRICITY,TANESCO,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,,TANKER-TRUCK,3750,NO,CONVENIENCE,TANKER-TRUCK,ELSWHERE,2,2,1,BOIL,,TANKER-TRUCK,3750
72-19-56-08,0702-001-001,RENTED,,20000,,0,0,3,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,POUR FLUSH,IN OWN SEPTIC TANK,DON'T KNOW,,NO,YES,NO,YES,1,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,USE A WATER FILTER,,RAINWATER COLLECTION,0,NO,AVAILABILITY,CART WITH SMALL TANK/DRUM,IN OWN YARD/PLOT,,,,NONE,,CART WITH SMALL TANK/DRUM,12000
08-00-32-44,0703-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,40000,0,0,3,0,MUD BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,PIPED WATER,IN NEIGHBOR'S COMPOUND,2,10,4,USE A WATER FILTER,,PIPED WATER,1300,YES,,,,,,,,,,
44-09-39-44,0705-002-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-91-85-71,0706-002-001,OWNER OCCUPIED,SETTLEMENT PERMIT,,100000,0,0,5,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,"YES, EMPTIED: MORE THAN 5 YEARS AGO",REMOVED BY SERVICE PROVIDER: TO DON'T KNOW WHERE,YES,NO,NO,NO,,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,ELSWHERE,1,10,5,BOIL,,PIPED WATER,4000,YES,,,,,,,,,,
08-56-40-01,0707-001-001,FREE,,,100000,0,0,5,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,POUR FLUSH,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,4000,NO,AVAILABILITY,PIPED WATER,IN OWN DWELLING,,,,NONE,,PIPED WATER,5000
01-47-09-22,0707-001-003,FREE,,,10000,0,0,1,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),OTHER (SPECIFY),HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,YES,9,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,PROTECTED DUGWELL,IN OWN YARD/PLOT,,,,BOIL,,PROTECTED DUGWELL,0,YES,,,,,,,,,,
62-92-31-44,0707-002-001,RENTED,,50000,,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,2,NO CHILDREN,GAS,,ELECTRICITY,TANESCO,BOTTLED WATER,IN OWN DWELLING,,,,NONE,,PIPED WATER,1000,YES,,,,,,,,,,
08-63-44-83,0708-002-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,10000,0,0,3,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,NO TOILET,,,,,,,,,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,TORCH,,RAINWATER COLLECTION,IN OWN DWELLING,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,UNPROTECTED DUGWELL,ELSWHERE,2,30,2,NONE,,UNPROTECTED DUGWELL,800
93-58-10-12,0709-001-001,RENTED,,16000,,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,DON'T KNOW,,NO,YES,NO,YES,4,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,PIPED WATER,ELSWHERE,1,10,4,NONE,,RAINWATER COLLECTION,1000,YES,,,,,,,,,,
97-33-73-50,0709-001-002,RENTED,,50000,,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,4,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,USE A WATER FILTER,,PIPED WATER,2000,YES,,,,,,,,,,
97-10-65-58,0710-001-001,RENTED,,20000,,0,0,3,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,VIP,PIT LATRINE,DON'T KNOW,,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,USE A WATER FILTER,,UNPROTECTED DUGWELL,0,NO,AVAILABILITY,PIPED WATER,ELSWHERE,2,40,30,USE A WATER FILTER,,TUBEWELL/BOREHOLE,500
86-12-47-47,0710-003-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,60000,0,0,3,4,MUD BRICKS,"GRASS, LEAVES, BAMBOO",EARTH,HEAPED IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,CONVENIENCE,UNPROTECTED DUGWELL,ELSWHERE,2,10,2,NONE,,UNPROTECTED DUGWELL,0
10-28-30-33,0710-003-003,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,10000,0,0,3,5,MUD BRICKS,METAL SHEETS (GCI),EARTH,BURIED IN COMPOUND,NO TOILET,,,,,,,,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,UNPROTECTED DUGWELL,0,NO,AVAILABILITY,TUBEWELL/BOREHOLE,ELSWHERE,3,120,90,NONE,,UNPROTECTED DUGWELL,500
27-62-11-86,0710-004-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,30000,0,0,4,2,MUD BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO DRAIN/DITCH,FIREWOOD,STONE/OPEN FIRE STOVE,ELECTRICITY,TANESCO,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,UNPROTECTED DUGWELL,ELSWHERE,2,45,15,NONE,,UNPROTECTED DUGWELL,0
95-04-11-03,0711-001-003,OWNER OCCUPIED,LAND SALE AGREEMENT,,30000,0,150000,3,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,BURIED IN COMPOUND,NO TOILET,,,,,,,,,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,TORCH,,PROTECTED DUGWELL,ELSWHERE,6,12,2,USE A WATER FILTER,,PROTECTED DUGWELL,0,YES,,,,,,,,,,
23-44-89-46,0714-001-002,FREE,,,100000,0,0,4,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,4,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,0,YES,,,,,,,,,,
