interview__key,sdd_hhid,sdd_indid,hh_c01,hh_c01_1,hh_c01_2,hh_c02,hh_c03,hh_c03_1,hh_c04,hh_c05,hh_c05a,hh_c06,hh_c07,hh_c08,hh_c09,hh_c10,hh_c11,hh_c12,hh_c13,hh_c14,hh_c15,hh_c16,hh_c17,hh_c18,hh_c19,hh_c20_1,hh_c20_2,hh_c21_1,hh_c21_2,hh_c22,hh_c23,hh_c24,hh_c25,hh_c26,hh_c27,hh_c28_0,hh_c28_1,hh_c28_2,hh_c28_3,hh_c28_4,hh_c28_5,hh_c28_6,hh_c28_7,hh_c28_8,hh_c29,hh_c30,hh_c01_3
95-04-11-03,0711-001-003,7,YES,NO,6,NO,NO,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
95-04-11-03,0711-001-003,8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-04-11-03,0711-001-003,9,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-04-11-03,0711-001-003,10,YES,YES,,NO,NO,ILLNESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
23-44-89-46,0714-001-002,1,YES,YES,,KISWAHILI,YES,,7,NO,SICKNESS,NO,F3,2005,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
23-44-89-46,0714-001-002,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-44-89-46,0714-001-002,3,YES,YES,,KISWAHILI,YES,,9,NO,AWAITING ADMISSION,YES,,,,D6,NO,,,,,,,,,,,,,YES,DON'T KNOW,,,,,TOTAL,,,,,,,,58000,NEVER ATTENDED,,PEKE YAKE
23-44-89-46,0714-001-002,4,YES,NO,1,KISWAHILI,YES,,5,YES,,,,,D2,D1,YES,LOCAL GOVERNMENT,NO,ON FOOT,5,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",8,NONE,INADEQUATE TEACHERS,OVERCROWDED CLASSROOMS,NO,,,,,,TOTAL,,,,,,,,32000,NEVER ATTENDED,,
23-15-28-86,0715-001-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,JOB/WORK,NO,U3,2012,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 6",2008,NOT FOUND,DIVISION 2,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
23-15-28-86,0715-001-001,2,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,DOMESTIC OBLIGATION,NO,F4,1995,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",1995,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
23-15-28-86,0715-001-001,3,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D5,D4,YES,LOCAL GOVERNMENT,NO,ON FOOT,40,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,18,40,INADEQUATE BOOKS/TOOLS,INADEQUATE TEACHERS,NO,,,,,,TOTAL,,,,,,,,54000,NEVER ATTENDED,,
23-15-28-86,0715-001-001,4,YES,NO,1,KISWAHILI,YES,,6,YES,,,,,PP,NOT YET STARTED,YES,PRIVATE ORG,NO,ON FOOT,8,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,12,NONE,INADEQUATE BOOKS/TOOLS,POOR TEACHING,NO,,,,,,TOTAL,,,,,,,,42000,NEVER ATTENDED,,
23-15-28-86,0715-001-001,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-95-90-52,0715-004-001,1,YES,YES,,KISWAHILI,YES,,13,NO,TOO OLD TO ATTEND,NO,D4,1961,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
55-95-90-52,0715-004-001,2,YES,YES,,KISWAHILI,YES,,8,NO,MARITAL OBLIGATION,NO,D2,1963,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
55-95-90-52,0715-004-001,3,YES,NO,1,KISWAHILI & ENGLISH,YES,,7,NO,JOB/WORK,NO,F4,2007,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2007,NOT FOUND,FAIL,,,,,,,,,,NEVER ATTENDED,,
55-95-90-52,0715-004-001,4,YES,YES,,KISWAHILI & ENGLISH,YES,,7,YES,,,,,D7,D6,YES,CENTRAL GOVERNMENT,NO,ON FOOT,5,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,3,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,46000,NEVER ATTENDED,,UWEPO WA WANAUME
42-21-63-58,0717-001-001,1,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
42-21-63-58,0717-001-001,2,YES,YES,,NO,YES,,11,NO,DOMESTIC OBLIGATION,NO,D2,2010,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
42-21-63-58,0717-001-001,3,YES,YES,,KISWAHILI,YES,,8,NO,DEATH OF PARENTS,NO,D2,2010,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
42-21-63-58,0717-001-001,4,YES,YES,,KISWAHILI,YES,,12,YES,,,,,D3,D3,YES,CENTRAL GOVERNMENT,NO,ON FOOT,3,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,19500,NEVER ATTENDED,,PEKE YAKE
42-21-63-58,0717-001-001,5,YES,NO,3,KISWAHILI,YES,,8,YES,,,,,D2,D1,YES,CENTRAL GOVERNMENT,NO,ON FOOT,45,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",2,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,16300,NEVER ATTENDED,,
42-21-63-58,0717-001-001,6,YES,NO,1,NO,NO,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
42-21-63-58,0717-001-001,7,YES,YES,,KISWAHILI,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2011,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
42-21-63-58,0717-001-001,8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83-10-26-19,0718-001-001,1,YES,YES,,KISWAHILI,YES,,11,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1991,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
83-10-26-19,0718-001-001,2,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
83-10-26-19,0718-001-001,3,YES,YES,,KISWAHILI,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2014,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
83-10-26-19,0718-001-001,4,YES,NO,2,KISWAHILI,YES,,7,YES,,,,,D6,D5,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,YES,SCHOOL CLOSED (IN BREAK),"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",1,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,TOTAL,,,,,,,,25500,NEVER ATTENDED,,
83-10-26-19,0718-001-001,5,YES,NO,3,KISWAHILI,YES,,7,YES,,,,,D5,D4,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,YES,SCHOOL CLOSED (IN BREAK),"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",1,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,25000,NEVER ATTENDED,,
83-10-26-19,0718-001-001,6,YES,NO,3,KISWAHILI,YES,,7,YES,,,,,D5,D4,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,1,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,25000,NEVER ATTENDED,,
83-10-26-19,0718-001-001,7,YES,NO,3,KISWAHILI,YES,,5,YES,,,,,D2,D1,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,YES,SCHOOL CLOSED (IN BREAK),"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,30,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,20000,NEVER ATTENDED,,
83-10-26-19,0718-001-001,8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83-10-26-19,0718-001-001,9,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-65-59-07,0718-003-001,1,YES,NO,2,KISWAHILI,YES,,10,NO,DOMESTIC OBLIGATION,NO,F2,2006,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,
96-65-59-07,0718-003-001,2,YES,YES,,KISWAHILI,YES,,10,NO,DOMESTIC OBLIGATION,NO,D7,2012,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
96-65-59-07,0718-003-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-65-59-07,0718-003-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-92-62-88,0718-010-001,1,YES,YES,,KISWAHILI,YES,,10,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1997,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,UWEPO WA WATOTO
93-92-62-88,0718-010-001,2,YES,YES,,NO,YES,,7,NO,NO SCHOOL/LACK OF TEACHERS,NO,D3,DON'T KNOW,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,UWEPO WA WATOTO
93-92-62-88,0718-010-001,3,YES,YES,,KISWAHILI,YES,,8,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2017,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,UWEPO WA WATU WAZIMA WALIOCHANGANYIKA JINSI NA WATOTO
93-92-62-88,0718-010-001,4,YES,NO,1,KISWAHILI,YES,,9,YES,,,,,D4,D3,YES,CENTRAL GOVERNMENT,NO,ON FOOT,15,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,OVERCROWDED CLASSROOMS,,NO,,,,,,BREAKDOWN,NONE,4500,NONE,NONE,NONE,2500,NONE,,NEVER ATTENDED,,
93-92-62-88,0718-010-001,5,YES,NO,1,NO,YES,,9,YES,,,,,D3,D2,YES,CENTRAL GOVERNMENT,NO,ON FOOT,15,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,OVERCROWDED CLASSROOMS,,NO,,,,,,BREAKDOWN,NONE,4000,NONE,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
93-92-62-88,0718-010-001,6,YES,NO,1,NO,YES,,7,YES,,,,,D1,NOT YET STARTED,YES,CENTRAL GOVERNMENT,NO,ON FOOT,15,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,OVERCROWDED CLASSROOMS,,NO,,,,,,BREAKDOWN,NONE,1500,12000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
93-92-62-88,0718-010-001,7,YES,NO,1,NO,YES,,6,YES,,,,,D1,PP,YES,CENTRAL GOVERNMENT,NO,ON FOOT,15,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,OVERCROWDED CLASSROOMS,,NO,,,,,,BREAKDOWN,NONE,1500,12000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
93-92-62-88,0718-010-001,8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-92-62-88,0718-010-001,10,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-92-62-88,0718-010-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88-78-07-94,0719-001-001,1,YES,NO,2,KISWAHILI,YES,,8,NO,NO TIME/INTEREST,NO,D4,DON'T KNOW,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,
88-78-07-94,0719-001-001,2,YES,YES,,NO,YES,,7,NO,MARITAL OBLIGATION,NO,D1,DON'T KNOW,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
88-78-07-94,0719-001-001,3,YES,NO,2,KISWAHILI,YES,,7,NO,NO TIME/INTEREST,NO,D2,DON'T KNOW,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,
88-78-07-94,0719-001-001,4,YES,NO,2,KISWAHILI,YES,,6,YES,,,,,D1,PP,YES,CENTRAL GOVERNMENT,NO,ON FOOT,5,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,15000,NEVER ATTENDED,,
88-78-07-94,0719-001-001,5,YES,NO,2,KISWAHILI,YES,,10,NO,TOO OLD TO ATTEND,NO,D7,DON'T KNOW,,,NO,,,,,,,,,,,,,YES,DON'T KNOW,,,,,,,,,,,,,,NEVER ATTENDED,,
88-78-07-94,0719-001-001,6,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCM (MUKEJA),3,PEKE YAKE
88-78-07-94,0719-001-001,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88-78-07-94,0719-001-001,8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,1,YES,YES,,KISWAHILI,YES,,9,NO,JOB/WORK,NO,D7,1994,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
02-98-67-18,0720-001-001,2,YES,YES,,KISWAHILI,YES,,9,NO,DOMESTIC OBLIGATION,NO,D7,1995,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
02-98-67-18,0720-001-001,3,YES,NO,2,KISWAHILI,YES,,8,NO,DOMESTIC OBLIGATION,NO,D7,2015,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
02-98-67-18,0720-001-001,4,YES,NO,2,KISWAHILI & ENGLISH,YES,,8,NO,NO TIME/INTEREST,YES,,,,F2,NO,,,,,,,,,,,,,YES,PASS,,,,,TOTAL,,,,,,,,25000,NEVER ATTENDED,,
02-98-67-18,0720-001-001,5,YES,NO,2,KISWAHILI & ENGLISH,YES,,9,YES,,,,,D7,D6,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,2,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,TOTAL,,,,,,,,20000,NEVER ATTENDED,,
02-98-67-18,0720-001-001,6,YES,NO,2,KISWAHILI & ENGLISH,YES,,8,YES,,,,,D5,D4,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,1,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,TOTAL,,,,,,,,18000,NEVER ATTENDED,,
02-98-67-18,0720-001-001,7,YES,NO,2,KISWAHILI,YES,,7,YES,,,,,D3,D2,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,TOTAL,,,,,,,,15000,NEVER ATTENDED,,
02-98-67-18,0720-001-001,8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,10,YES,NO,2,KISWAHILI,NO,DEATH OF PARENT(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCM (MUKEJA),24,
02-98-67-18,0720-001-001,12,YES,YES,,KISWAHILI,YES,,14,NO,TOO OLD TO ATTEND,NO,D7,1975,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
02-98-67-18,0720-001-001,13,YES,NO,2,KISWAHILI,YES,,11,YES,,,,,D5,D4,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,TOTAL,,,,,,,,20000,NEVER ATTENDED,,
02-98-67-18,0720-001-001,14,YES,YES,,KISWAHILI,YES,,7,YES,,,,,D3,D2,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,TOTAL,,,,,,,,15000,NEVER ATTENDED,,PEKE YAKE
02-98-67-18,0720-001-001,15,YES,YES,,KISWAHILI,YES,,9,NO,DOMESTIC OBLIGATION,NO,D7,1996,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
02-98-67-18,0720-001-001,16,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-38-32-24,0720-001-011,1,YES,YES,,KISWAHILI,YES,,12,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1977,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
01-38-32-24,0720-001-011,2,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
01-38-32-24,0720-001-011,3,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
01-38-32-24,0720-001-011,4,YES,YES,,KISWAHILI,YES,,6,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2000,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
01-38-32-24,0720-001-011,5,YES,YES,,KISWAHILI,YES,,14,NO,DOMESTIC OBLIGATION,NO,ADULT,2005,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,KCM (MUKEJA),24,PEKE YAKE
01-38-32-24,0720-001-011,6,YES,YES,,KISWAHILI,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2001,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
01-38-32-24,0720-001-011,7,YES,YES,,KISWAHILI & ENGLISH,YES,,9,YES,,,,,F2,F1,YES,CENTRAL GOVERNMENT,YES,,,YES,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,24,NONE,INADEQUATE BOOKS/TOOLS,,YES,PASS,,,,,TOTAL,,,,,,,,361000,NEVER ATTENDED,,UWEPO WA WATU WAZIMA MCHANGANYIKO WA JINSI
01-38-32-24,0720-001-011,8,YES,YES,,KISWAHILI & ENGLISH,YES,,11,YES,,,,,F1,D7,YES,CENTRAL GOVERNMENT,NO,ON FOOT,12,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,2,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,132500,NEVER ATTENDED,,UWEPO WA WATU WAZIMA MCHANGANYIKO WA JINSI
01-38-32-24,0720-001-011,9,YES,YES,,KISWAHILI,YES,,6,YES,,,,,D7,D6,YES,CENTRAL GOVERNMENT,NO,ON FOOT,8,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,53700,NEVER ATTENDED,,PEKE YAKE
01-38-32-24,0720-001-011,10,YES,NO,5,KISWAHILI,YES,,9,YES,,,,,D3,D2,YES,CENTRAL GOVERNMENT,NO,ON FOOT,8,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,38000,NEVER ATTENDED,,
01-38-32-24,0720-001-011,11,YES,NO,6,NO,YES,,11,YES,,,,,D1,NOT ATTENDING,YES,CENTRAL GOVERNMENT,NO,ON FOOT,12,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,1,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,10400,NEVER ATTENDED,,
01-38-32-24,0720-001-011,12,YES,NO,6,KISWAHILI,YES,,6,YES,,,,,D3,D2,YES,CENTRAL GOVERNMENT,NO,ON FOOT,8,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,33500,NEVER ATTENDED,,
01-38-32-24,0720-001-011,13,YES,NO,6,NO,YES,,6,YES,,,,,D1,PP,YES,CENTRAL GOVERNMENT,NO,ON FOOT,8,NO,NO,,NO TEXTBOOKS USED,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,21300,NEVER ATTENDED,,
01-38-32-24,0720-001-011,14,YES,NO,5,KISWAHILI,YES,,8,YES,,,,,D1,PP,YES,CENTRAL GOVERNMENT,NO,ON FOOT,8,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,35300,NEVER ATTENDED,,
01-38-32-24,0720-001-011,15,YES,NO,4,NO,YES,,5,YES,,,,,D1,PP,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,27200,NEVER ATTENDED,,
01-38-32-24,0720-001-011,16,YES,NO,5,NO,NO,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
01-38-32-24,0720-001-011,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-71-36-18,0720-010-001,1,YES,YES,,KISWAHILI,YES,,8,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1994,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,UWEPO WA WATOTO
35-71-36-18,0720-010-001,2,YES,NO,1,KISWAHILI,YES,,9,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2012,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
35-71-36-18,0720-010-001,3,YES,NO,1,KISWAHILI,YES,,8,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2017,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
35-71-36-18,0720-010-001,4,YES,NO,1,KISWAHILI,YES,,8,NO,HAD ENOUGH/COMPLETED SCHOOLING,YES,,,,D6,NO,,,,,,,,,,,,,YES,PASS,,,,,BREAKDOWN,NONE,21000,30000,NONE,NONE,2000,NONE,,NEVER ATTENDED,,
35-71-36-18,0720-010-001,5,YES,NO,1,NO,NO,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
35-71-36-18,0720-010-001,12,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-71-36-18,0720-010-001,13,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-71-36-18,0720-010-001,14,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-71-36-18,0720-010-001,15,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-74-22-66,0720-010-006,1,YES,YES,,KISWAHILI,YES,,10,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1999,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,UWEPO WA WANAWAKE
89-74-22-66,0720-010-006,2,YES,YES,,KISWAHILI,YES,,8,NO,LACK OF MONEY,NO,D7,1999,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,UWEPO WA WANAUME
89-74-22-66,0720-010-006,3,YES,YES,,KISWAHILI,YES,,8,YES,,,,,D5,D4,YES,CENTRAL GOVERNMENT,NO,ON FOOT,15,NO,YES,SCHOOL CLOSED (IN BREAK),"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,BREAKDOWN,NONE,6500,NONE,NONE,NONE,2000,NONE,,NEVER ATTENDED,,UWEPO WA WATU WAZIMA WALIOCHANGANYIKA JINSI NA WATOTO
89-74-22-66,0720-010-006,4,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D3,D2,YES,CENTRAL GOVERNMENT,NO,ON FOOT,20,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,BREAKDOWN,NONE,5000,NONE,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
89-74-22-66,0720-010-006,5,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D2,D1,YES,CENTRAL GOVERNMENT,NO,ON FOOT,20,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,4500,12000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
